time,nph_area
2003-06-01T00:00:00Z,3.5679996
2003-07-01T00:00:00Z,5.2022376
2003-08-01T00:00:00Z,4.9148955
2003-09-01T00:00:00Z,1.9246843
2003-10-01T00:00:00Z,0.5028978
2003-11-01T00:00:00Z,3.9196618
2003-12-01T00:00:00Z,0.86483145
2004-01-01T00:00:00Z,1.0489235
2004-02-01T00:00:00Z,1.5648047
2004-03-01T00:00:00Z,4.9590745
2004-04-01T00:00:00Z,4.423961
2004-05-01T00:00:00Z,4.4653587
2004-06-01T00:00:00Z,5.4396224
2004-07-01T00:00:00Z,4.357629
2004-08-01T00:00:00Z,3.7903008
2004-09-01T00:00:00Z,3.7049503
2004-10-01T00:00:00Z,2.970509
2004-11-01T00:00:00Z,4.6470103
2004-12-01T00:00:00Z,3.665192
2005-01-01T00:00:00Z,0.15395385
2005-02-01T00:00:00Z,0.16089082
2005-03-01T00:00:00Z,1.6084017
2005-04-01T00:00:00Z,6.2623644
2005-05-01T00:00:00Z,2.0150552
2005-06-01T00:00:00Z,5.6505895
2005-07-01T00:00:00Z,5.262186
2005-08-01T00:00:00Z,3.975055
2005-09-01T00:00:00Z,5.0728097
2005-10-01T00:00:00Z,4.3969336
2005-11-01T00:00:00Z,4.306479
2005-12-01T00:00:00Z,0.7561987
2006-01-01T00:00:00Z,4.9140944
2006-02-01T00:00:00Z,5.328179
2006-03-01T00:00:00Z,5.1959834
2006-04-01T00:00:00Z,5.658628
2006-05-01T00:00:00Z,5.655004
2006-06-01T00:00:00Z,5.3004847
2006-07-01T00:00:00Z,5.083014
2006-08-01T00:00:00Z,4.7829494
2006-09-01T00:00:00Z,3.9332554
2006-10-01T00:00:00Z,2.7997923
2006-11-01T00:00:00Z,2.6352372
2006-12-01T00:00:00Z,4.8568873
2007-01-01T00:00:00Z,5.3584366
2007-02-01T00:00:00Z,4.728788
2007-03-01T00:00:00Z,4.1842885
2007-04-01T00:00:00Z,5.803186
2007-05-01T00:00:00Z,6.160021
2007-06-01T00:00:00Z,5.7322283
2007-07-01T00:00:00Z,4.0411577
2007-08-01T00:00:00Z,4.293936
2007-09-01T00:00:00Z,4.4755416
2007-10-01T00:00:00Z,4.8193903
2007-11-01T00:00:00Z,3.3756142
2007-12-01T00:00:00Z,5.7769165
2008-01-01T00:00:00Z,5.2496786
2008-02-01T00:00:00Z,5.209587
