time,sea_level,std_error,station,latitude,longitude,depth
1903-03-15T00:00:00Z,2654.871,0.0,SanFran,37.8,122.5,NaN
1903-04-15T00:00:00Z,2553.4668,0.0,SanFran,37.8,122.5,NaN
1903-05-15T00:00:00Z,2539.0322,0.0,SanFran,37.8,122.5,NaN
1903-06-15T00:00:00Z,2542.2,0.0,SanFran,37.8,122.5,NaN
1903-07-15T00:00:00Z,2567.3547,0.0,SanFran,37.8,122.5,NaN
1903-08-15T00:00:00Z,2639.1614,0.0,SanFran,37.8,122.5,NaN
1903-09-15T00:00:00Z,2649.5,0.0,SanFran,37.8,122.5,NaN
1903-10-15T00:00:00Z,2630.4517,0.0,SanFran,37.8,122.5,NaN
1903-11-15T00:00:00Z,2585.4,0.0,SanFran,37.8,122.5,NaN
1903-12-15T00:00:00Z,2599.2903,0.0,SanFran,37.8,122.5,NaN
1904-01-15T00:00:00Z,2525.9033,0.0,SanFran,37.8,122.5,NaN
1904-02-15T00:00:00Z,2594.0344,0.0,SanFran,37.8,122.5,NaN
1904-03-15T00:00:00Z,2652.1936,0.0,SanFran,37.8,122.5,NaN
1904-04-15T00:00:00Z,2595.6,0.0,SanFran,37.8,122.5,NaN
1904-05-15T00:00:00Z,2608.484,0.0,SanFran,37.8,122.5,NaN
1904-06-15T00:00:00Z,2626.9,0.0,SanFran,37.8,122.5,NaN
1904-07-15T00:00:00Z,2649.6128,0.0,SanFran,37.8,122.5,NaN
1904-08-15T00:00:00Z,2649.871,0.0,SanFran,37.8,122.5,NaN
1904-09-15T00:00:00Z,2725.8333,0.0,SanFran,37.8,122.5,NaN
1904-10-15T00:00:00Z,2665.5483,0.0,SanFran,37.8,122.5,NaN
1904-11-15T00:00:00Z,2656.2666,0.0,SanFran,37.8,122.5,NaN
1904-12-15T00:00:00Z,2638.1614,0.0,SanFran,37.8,122.5,NaN
1905-01-15T00:00:00Z,2679.484,0.0,SanFran,37.8,122.5,NaN
1905-02-15T00:00:00Z,2778.5,0.0,SanFran,37.8,122.5,NaN
1905-03-15T00:00:00Z,2702.0322,0.0,SanFran,37.8,122.5,NaN
1905-04-15T00:00:00Z,2627.4668,0.0,SanFran,37.8,122.5,NaN
1905-05-15T00:00:00Z,2591.9033,0.0,SanFran,37.8,122.5,NaN
1905-06-15T00:00:00Z,2564.7,0.0,SanFran,37.8,122.5,NaN
1905-07-15T00:00:00Z,2641.7742,0.0,SanFran,37.8,122.5,NaN
1905-08-15T00:00:00Z,2647.0322,0.0,SanFran,37.8,122.5,NaN
1905-09-15T00:00:00Z,2639.0,0.0,SanFran,37.8,122.5,NaN
1905-10-15T00:00:00Z,2648.3547,0.0,SanFran,37.8,122.5,NaN
1905-11-15T00:00:00Z,2669.4333,0.0,SanFran,37.8,122.5,NaN
1905-12-15T00:00:00Z,2584.1614,0.0,SanFran,37.8,122.5,NaN
1906-01-15T00:00:00Z,2648.9678,0.0,SanFran,37.8,122.5,NaN
1906-02-15T00:00:00Z,2707.5,0.0,SanFran,37.8,122.5,NaN
1906-03-15T00:00:00Z,2721.742,0.0,SanFran,37.8,122.5,NaN
1906-04-15T00:00:00Z,2608.3667,0.0,SanFran,37.8,122.5,NaN
1906-05-15T00:00:00Z,2578.0322,0.0,SanFran,37.8,122.5,NaN
1906-06-15T00:00:00Z,2591.4668,0.0,SanFran,37.8,122.5,NaN
1906-07-15T00:00:00Z,2644.2258,0.0,SanFran,37.8,122.5,NaN
1906-08-15T00:00:00Z,2682.4517,0.0,SanFran,37.8,122.5,NaN
1906-09-15T00:00:00Z,2632.8667,0.0,SanFran,37.8,122.5,NaN
1906-10-15T00:00:00Z,2576.5806,0.0,SanFran,37.8,122.5,NaN
1906-11-15T00:00:00Z,2530.2334,0.0,SanFran,37.8,122.5,NaN
1906-12-15T00:00:00Z,2628.4517,0.0,SanFran,37.8,122.5,NaN
1907-01-15T00:00:00Z,2677.8386,0.0,SanFran,37.8,122.5,NaN
1907-02-15T00:00:00Z,2659.1787,0.0,SanFran,37.8,122.5,NaN
1907-03-15T00:00:00Z,2723.6128,0.0,SanFran,37.8,122.5,NaN
1907-04-15T00:00:00Z,2642.1,0.0,SanFran,37.8,122.5,NaN
1907-05-15T00:00:00Z,2608.7097,0.0,SanFran,37.8,122.5,NaN
1907-06-15T00:00:00Z,2633.4333,0.0,SanFran,37.8,122.5,NaN
1907-07-15T00:00:00Z,2674.5483,0.0,SanFran,37.8,122.5,NaN
1907-08-15T00:00:00Z,2710.3547,0.0,SanFran,37.8,122.5,NaN
1907-09-15T00:00:00Z,2666.5,0.0,SanFran,37.8,122.5,NaN
1907-10-15T00:00:00Z,2670.4517,0.0,SanFran,37.8,122.5,NaN
1907-11-15T00:00:00Z,2586.0332,0.0,SanFran,37.8,122.5,NaN
1907-12-15T00:00:00Z,2600.0322,0.0,SanFran,37.8,122.5,NaN
1908-01-15T00:00:00Z,2651.1936,0.0,SanFran,37.8,122.5,NaN
1908-02-15T00:00:00Z,2590.1724,0.0,SanFran,37.8,122.5,NaN
1908-03-15T00:00:00Z,2546.0645,0.0,SanFran,37.8,122.5,NaN
1908-04-15T00:00:00Z,2546.6,0.0,SanFran,37.8,122.5,NaN
1908-05-15T00:00:00Z,2489.3225,0.0,SanFran,37.8,122.5,NaN
1908-06-15T00:00:00Z,2540.3667,0.0,SanFran,37.8,122.5,NaN
1908-07-15T00:00:00Z,2623.1936,0.0,SanFran,37.8,122.5,NaN
1908-08-15T00:00:00Z,2609.7097,0.0,SanFran,37.8,122.5,NaN
1908-09-15T00:00:00Z,2609.1667,0.0,SanFran,37.8,122.5,NaN
1908-10-15T00:00:00Z,2565.0,0.0,SanFran,37.8,122.5,NaN
1908-11-15T00:00:00Z,2546.8,0.0,SanFran,37.8,122.5,NaN
1908-12-15T00:00:00Z,2544.9678,0.0,SanFran,37.8,122.5,NaN
1909-01-15T00:00:00Z,2733.0322,0.0,SanFran,37.8,122.5,NaN
1909-02-15T00:00:00Z,2692.5713,0.0,SanFran,37.8,122.5,NaN
1909-03-15T00:00:00Z,2568.7742,0.0,SanFran,37.8,122.5,NaN
1909-04-15T00:00:00Z,2504.6333,0.0,SanFran,37.8,122.5,NaN
1909-05-15T00:00:00Z,2508.7097,0.0,SanFran,37.8,122.5,NaN
1909-06-15T00:00:00Z,2556.4,0.0,SanFran,37.8,122.5,NaN
1909-07-15T00:00:00Z,2560.516,0.0,SanFran,37.8,122.5,NaN
1909-08-15T00:00:00Z,2573.9678,0.0,SanFran,37.8,122.5,NaN
1909-09-15T00:00:00Z,2604.6667,0.0,SanFran,37.8,122.5,NaN
1909-10-15T00:00:00Z,2583.9678,0.0,SanFran,37.8,122.5,NaN
1909-11-15T00:00:00Z,2520.3,0.0,SanFran,37.8,122.5,NaN
1909-12-15T00:00:00Z,2648.8064,0.0,SanFran,37.8,122.5,NaN
1910-01-15T00:00:00Z,2581.8386,0.0,SanFran,37.8,122.5,NaN
1910-02-15T00:00:00Z,2515.3572,0.0,SanFran,37.8,122.5,NaN
1910-03-15T00:00:00Z,2589.3547,0.0,SanFran,37.8,122.5,NaN
1910-04-15T00:00:00Z,2527.6333,0.0,SanFran,37.8,122.5,NaN
1910-05-15T00:00:00Z,2520.9678,0.0,SanFran,37.8,122.5,NaN
1910-06-15T00:00:00Z,2553.9,0.0,SanFran,37.8,122.5,NaN
1910-07-15T00:00:00Z,2617.2903,0.0,SanFran,37.8,122.5,NaN
1910-08-15T00:00:00Z,2621.6128,0.0,SanFran,37.8,122.5,NaN
1910-09-15T00:00:00Z,2620.8333,0.0,SanFran,37.8,122.5,NaN
1910-10-15T00:00:00Z,2606.0967,0.0,SanFran,37.8,122.5,NaN
1910-11-15T00:00:00Z,2568.6333,0.0,SanFran,37.8,122.5,NaN
1910-12-15T00:00:00Z,2561.8386,0.0,SanFran,37.8,122.5,NaN
1911-01-15T00:00:00Z,2643.129,0.0,SanFran,37.8,122.5,NaN
1911-02-15T00:00:00Z,2663.6428,0.0,SanFran,37.8,122.5,NaN
1911-03-15T00:00:00Z,2674.6775,0.0,SanFran,37.8,122.5,NaN
1911-04-15T00:00:00Z,2580.6,0.0,SanFran,37.8,122.5,NaN
1911-05-15T00:00:00Z,2553.7097,0.0,SanFran,37.8,122.5,NaN
1911-06-15T00:00:00Z,2610.2334,0.0,SanFran,37.8,122.5,NaN
1911-07-15T00:00:00Z,2651.9355,0.0,SanFran,37.8,122.5,NaN
1911-08-15T00:00:00Z,2612.0967,0.0,SanFran,37.8,122.5,NaN
1911-09-15T00:00:00Z,2665.7334,0.0,SanFran,37.8,122.5,NaN
1911-10-15T00:00:00Z,2700.4517,0.0,SanFran,37.8,122.5,NaN
1911-11-15T00:00:00Z,2637.2334,0.0,SanFran,37.8,122.5,NaN
1911-12-15T00:00:00Z,2634.1936,0.0,SanFran,37.8,122.5,NaN
1912-01-15T00:00:00Z,2660.742,0.0,SanFran,37.8,122.5,NaN
1912-02-15T00:00:00Z,2521.8965,0.0,SanFran,37.8,122.5,NaN
1912-03-15T00:00:00Z,2636.8064,0.0,SanFran,37.8,122.5,NaN
1912-04-15T00:00:00Z,2545.3333,0.0,SanFran,37.8,122.5,NaN
1912-05-15T00:00:00Z,2562.4194,0.0,SanFran,37.8,122.5,NaN
1912-06-15T00:00:00Z,2603.5332,0.0,SanFran,37.8,122.5,NaN
1912-07-15T00:00:00Z,2606.871,0.0,SanFran,37.8,122.5,NaN
1912-08-15T00:00:00Z,2587.1936,0.0,SanFran,37.8,122.5,NaN
1912-09-15T00:00:00Z,2615.8667,0.0,SanFran,37.8,122.5,NaN
1912-10-15T00:00:00Z,2611.6775,0.0,SanFran,37.8,122.5,NaN
1912-11-15T00:00:00Z,2586.7334,0.0,SanFran,37.8,122.5,NaN
1912-12-15T00:00:00Z,2527.1614,0.0,SanFran,37.8,122.5,NaN
1913-01-15T00:00:00Z,2558.7742,0.0,SanFran,37.8,122.5,NaN
1913-02-15T00:00:00Z,2600.0713,0.0,SanFran,37.8,122.5,NaN
1913-03-15T00:00:00Z,2502.6775,0.0,SanFran,37.8,122.5,NaN
1913-04-15T00:00:00Z,2531.6667,0.0,SanFran,37.8,122.5,NaN
1913-05-15T00:00:00Z,2536.1614,0.0,SanFran,37.8,122.5,NaN
1913-06-15T00:00:00Z,2598.0332,0.0,SanFran,37.8,122.5,NaN
1913-07-15T00:00:00Z,2644.7742,0.0,SanFran,37.8,122.5,NaN
1913-08-15T00:00:00Z,2660.9033,0.0,SanFran,37.8,122.5,NaN
1913-09-15T00:00:00Z,2674.4333,0.0,SanFran,37.8,122.5,NaN
1913-10-15T00:00:00Z,2600.3547,0.0,SanFran,37.8,122.5,NaN
1913-11-15T00:00:00Z,2623.0332,0.0,SanFran,37.8,122.5,NaN
1913-12-15T00:00:00Z,2609.9355,0.0,SanFran,37.8,122.5,NaN
1914-01-15T00:00:00Z,2746.0322,0.0,SanFran,37.8,122.5,NaN
1914-02-15T00:00:00Z,2696.4644,0.0,SanFran,37.8,122.5,NaN
1914-03-15T00:00:00Z,2670.8386,0.0,SanFran,37.8,122.5,NaN
1914-04-15T00:00:00Z,2626.3,0.0,SanFran,37.8,122.5,NaN
1914-05-15T00:00:00Z,2635.484,0.0,SanFran,37.8,122.5,NaN
1914-06-15T00:00:00Z,2613.6,0.0,SanFran,37.8,122.5,NaN
1914-07-15T00:00:00Z,2649.9678,0.0,SanFran,37.8,122.5,NaN
1914-08-15T00:00:00Z,2691.3872,0.0,SanFran,37.8,122.5,NaN
1914-09-15T00:00:00Z,2692.6333,0.0,SanFran,37.8,122.5,NaN
1914-10-15T00:00:00Z,2710.6775,0.0,SanFran,37.8,122.5,NaN
1914-11-15T00:00:00Z,2679.3,0.0,SanFran,37.8,122.5,NaN
1914-12-15T00:00:00Z,2785.2903,0.0,SanFran,37.8,122.5,NaN
1915-01-15T00:00:00Z,2728.6775,0.0,SanFran,37.8,122.5,NaN
1915-02-15T00:00:00Z,2810.6787,0.0,SanFran,37.8,122.5,NaN
1915-03-15T00:00:00Z,2654.0,0.0,SanFran,37.8,122.5,NaN
1915-04-15T00:00:00Z,2632.7,0.0,SanFran,37.8,122.5,NaN
1915-05-15T00:00:00Z,2612.516,0.0,SanFran,37.8,122.5,NaN
1915-06-15T00:00:00Z,2566.2,0.0,SanFran,37.8,122.5,NaN
1915-07-15T00:00:00Z,2622.258,0.0,SanFran,37.8,122.5,NaN
1915-08-15T00:00:00Z,2640.5806,0.0,SanFran,37.8,122.5,NaN
1915-09-15T00:00:00Z,2683.2666,0.0,SanFran,37.8,122.5,NaN
1915-10-15T00:00:00Z,2615.3547,0.0,SanFran,37.8,122.5,NaN
1915-11-15T00:00:00Z,2593.2,0.0,SanFran,37.8,122.5,NaN
1915-12-15T00:00:00Z,2607.6775,0.0,SanFran,37.8,122.5,NaN
1916-01-15T00:00:00Z,2735.6775,0.0,SanFran,37.8,122.5,NaN
1916-02-15T00:00:00Z,2647.2415,0.0,SanFran,37.8,122.5,NaN
1916-03-15T00:00:00Z,2601.7097,0.0,SanFran,37.8,122.5,NaN
1916-04-15T00:00:00Z,2545.2666,0.0,SanFran,37.8,122.5,NaN
1916-05-15T00:00:00Z,2519.1614,0.0,SanFran,37.8,122.5,NaN
1916-06-15T00:00:00Z,2538.1333,0.0,SanFran,37.8,122.5,NaN
1916-07-15T00:00:00Z,2603.6775,0.0,SanFran,37.8,122.5,NaN
1916-08-15T00:00:00Z,2602.0,0.0,SanFran,37.8,122.5,NaN
1916-09-15T00:00:00Z,2613.5332,0.0,SanFran,37.8,122.5,NaN
1916-10-15T00:00:00Z,2606.6453,0.0,SanFran,37.8,122.5,NaN
1916-11-15T00:00:00Z,2539.6333,0.0,SanFran,37.8,122.5,NaN
1916-12-15T00:00:00Z,2585.7097,0.0,SanFran,37.8,122.5,NaN
1917-01-15T00:00:00Z,2580.0,0.0,SanFran,37.8,122.5,NaN
1917-02-15T00:00:00Z,2612.1428,0.0,SanFran,37.8,122.5,NaN
1917-03-15T00:00:00Z,2511.2258,0.0,SanFran,37.8,122.5,NaN
1917-04-15T00:00:00Z,2520.5667,0.0,SanFran,37.8,122.5,NaN
1917-05-15T00:00:00Z,2526.484,0.0,SanFran,37.8,122.5,NaN
1917-06-15T00:00:00Z,2546.9333,0.0,SanFran,37.8,122.5,NaN
1917-07-15T00:00:00Z,2635.7097,0.0,SanFran,37.8,122.5,NaN
1917-08-15T00:00:00Z,2605.5806,0.0,SanFran,37.8,122.5,NaN
1917-09-15T00:00:00Z,2634.2,0.0,SanFran,37.8,122.5,NaN
1917-10-15T00:00:00Z,2634.871,0.0,SanFran,37.8,122.5,NaN
1917-11-15T00:00:00Z,2598.3667,0.0,SanFran,37.8,122.5,NaN
1917-12-15T00:00:00Z,2602.2903,0.0,SanFran,37.8,122.5,NaN
1918-01-15T00:00:00Z,2559.516,0.0,SanFran,37.8,122.5,NaN
1918-02-15T00:00:00Z,2585.3572,0.0,SanFran,37.8,122.5,NaN
1918-03-15T00:00:00Z,2640.3547,0.0,SanFran,37.8,122.5,NaN
1918-04-15T00:00:00Z,2594.8,0.0,SanFran,37.8,122.5,NaN
1918-05-15T00:00:00Z,2597.7097,0.0,SanFran,37.8,122.5,NaN
1918-06-15T00:00:00Z,2672.9668,0.0,SanFran,37.8,122.5,NaN
1918-07-15T00:00:00Z,2664.516,0.0,SanFran,37.8,122.5,NaN
1918-08-15T00:00:00Z,2703.5806,0.0,SanFran,37.8,122.5,NaN
1918-09-15T00:00:00Z,2743.8,0.0,SanFran,37.8,122.5,NaN
1918-10-15T00:00:00Z,2712.9355,0.0,SanFran,37.8,122.5,NaN
1918-11-15T00:00:00Z,2719.5,0.0,SanFran,37.8,122.5,NaN
1918-12-15T00:00:00Z,2666.129,0.0,SanFran,37.8,122.5,NaN
1919-01-15T00:00:00Z,2645.1936,0.0,SanFran,37.8,122.5,NaN
1919-02-15T00:00:00Z,2646.1428,0.0,SanFran,37.8,122.5,NaN
1919-03-15T00:00:00Z,2609.516,0.0,SanFran,37.8,122.5,NaN
1919-04-15T00:00:00Z,2577.6333,0.0,SanFran,37.8,122.5,NaN
1919-05-15T00:00:00Z,2621.2258,0.0,SanFran,37.8,122.5,NaN
1919-06-15T00:00:00Z,2598.2,0.0,SanFran,37.8,122.5,NaN
1919-07-15T00:00:00Z,2643.871,0.0,SanFran,37.8,122.5,NaN
1919-08-15T00:00:00Z,2642.2903,0.0,SanFran,37.8,122.5,NaN
1919-09-15T00:00:00Z,2693.0,0.0,SanFran,37.8,122.5,NaN
1919-10-15T00:00:00Z,2658.3547,0.0,SanFran,37.8,122.5,NaN
1919-11-15T00:00:00Z,2593.4668,0.0,SanFran,37.8,122.5,NaN
1919-12-15T00:00:00Z,2619.8064,0.0,SanFran,37.8,122.5,NaN
1920-01-15T00:00:00Z,2625.3872,0.0,SanFran,37.8,122.5,NaN
1920-02-15T00:00:00Z,2608.9656,0.0,SanFran,37.8,122.5,NaN
1920-03-15T00:00:00Z,2561.258,0.0,SanFran,37.8,122.5,NaN
1920-04-15T00:00:00Z,2508.1667,0.0,SanFran,37.8,122.5,NaN
1920-05-15T00:00:00Z,2561.2903,0.0,SanFran,37.8,122.5,NaN
1920-06-15T00:00:00Z,2602.8333,0.0,SanFran,37.8,122.5,NaN
1920-07-15T00:00:00Z,2583.8386,0.0,SanFran,37.8,122.5,NaN
1920-08-15T00:00:00Z,2652.0645,0.0,SanFran,37.8,122.5,NaN
1920-09-15T00:00:00Z,2627.4668,0.0,SanFran,37.8,122.5,NaN
1920-10-15T00:00:00Z,2628.129,0.0,SanFran,37.8,122.5,NaN
1920-11-15T00:00:00Z,2620.5,0.0,SanFran,37.8,122.5,NaN
1920-12-15T00:00:00Z,2649.3225,0.0,SanFran,37.8,122.5,NaN
1921-01-15T00:00:00Z,2675.8064,0.0,SanFran,37.8,122.5,NaN
1921-02-15T00:00:00Z,2565.7144,0.0,SanFran,37.8,122.5,NaN
1921-03-15T00:00:00Z,2601.0322,0.0,SanFran,37.8,122.5,NaN
1921-04-15T00:00:00Z,2503.4,0.0,SanFran,37.8,122.5,NaN
1921-05-15T00:00:00Z,2581.2903,0.0,SanFran,37.8,122.5,NaN
1921-06-15T00:00:00Z,2600.0332,0.0,SanFran,37.8,122.5,NaN
1921-07-15T00:00:00Z,2691.484,0.0,SanFran,37.8,122.5,NaN
1921-08-15T00:00:00Z,2641.1936,0.0,SanFran,37.8,122.5,NaN
1921-09-15T00:00:00Z,2666.2334,0.0,SanFran,37.8,122.5,NaN
1921-10-15T00:00:00Z,2663.3225,0.0,SanFran,37.8,122.5,NaN
1921-11-15T00:00:00Z,2582.3,0.0,SanFran,37.8,122.5,NaN
1921-12-15T00:00:00Z,2645.742,0.0,SanFran,37.8,122.5,NaN
1922-01-15T00:00:00Z,2570.8064,0.0,SanFran,37.8,122.5,NaN
1922-02-15T00:00:00Z,2673.6072,0.0,SanFran,37.8,122.5,NaN
1922-03-15T00:00:00Z,2536.516,0.0,SanFran,37.8,122.5,NaN
1922-04-15T00:00:00Z,2470.3667,0.0,SanFran,37.8,122.5,NaN
1922-05-15T00:00:00Z,2561.4517,0.0,SanFran,37.8,122.5,NaN
1922-06-15T00:00:00Z,2651.8,0.0,SanFran,37.8,122.5,NaN
1922-07-15T00:00:00Z,2670.9678,0.0,SanFran,37.8,122.5,NaN
1922-08-15T00:00:00Z,2634.5806,0.0,SanFran,37.8,122.5,NaN
1922-09-15T00:00:00Z,2659.2334,0.0,SanFran,37.8,122.5,NaN
1922-10-15T00:00:00Z,2645.4517,0.0,SanFran,37.8,122.5,NaN
1922-11-15T00:00:00Z,2588.8,0.0,SanFran,37.8,122.5,NaN
1922-12-15T00:00:00Z,2655.5806,0.0,SanFran,37.8,122.5,NaN
1923-01-15T00:00:00Z,2594.0645,0.0,SanFran,37.8,122.5,NaN
1923-02-15T00:00:00Z,2589.6428,0.0,SanFran,37.8,122.5,NaN
1923-03-15T00:00:00Z,2500.6453,0.0,SanFran,37.8,122.5,NaN
1923-04-15T00:00:00Z,2595.6,0.0,SanFran,37.8,122.5,NaN
1923-05-15T00:00:00Z,2538.2903,0.0,SanFran,37.8,122.5,NaN
1923-06-15T00:00:00Z,2575.6667,0.0,SanFran,37.8,122.5,NaN
1923-07-15T00:00:00Z,2609.3547,0.0,SanFran,37.8,122.5,NaN
1923-08-15T00:00:00Z,2615.3225,0.0,SanFran,37.8,122.5,NaN
1923-09-15T00:00:00Z,2668.6667,0.0,SanFran,37.8,122.5,NaN
1923-10-15T00:00:00Z,2660.742,0.0,SanFran,37.8,122.5,NaN
1923-11-15T00:00:00Z,2680.2334,0.0,SanFran,37.8,122.5,NaN
1923-12-15T00:00:00Z,2588.6775,0.0,SanFran,37.8,122.5,NaN
1924-01-15T00:00:00Z,2595.1936,0.0,SanFran,37.8,122.5,NaN
1924-02-15T00:00:00Z,2569.2068,0.0,SanFran,37.8,122.5,NaN
1924-03-15T00:00:00Z,2505.3225,0.0,SanFran,37.8,122.5,NaN
1924-04-15T00:00:00Z,2533.9333,0.0,SanFran,37.8,122.5,NaN
1924-05-15T00:00:00Z,2524.3872,0.0,SanFran,37.8,122.5,NaN
1924-06-15T00:00:00Z,2574.1,0.0,SanFran,37.8,122.5,NaN
1924-07-15T00:00:00Z,2608.258,0.0,SanFran,37.8,122.5,NaN
1924-08-15T00:00:00Z,2589.129,0.0,SanFran,37.8,122.5,NaN
1924-09-15T00:00:00Z,2624.1667,0.0,SanFran,37.8,122.5,NaN
1924-10-15T00:00:00Z,2586.9355,0.0,SanFran,37.8,122.5,NaN
1924-11-15T00:00:00Z,2536.8,0.0,SanFran,37.8,122.5,NaN
1924-12-15T00:00:00Z,2557.7097,0.0,SanFran,37.8,122.5,NaN
1925-01-15T00:00:00Z,2523.9355,0.0,SanFran,37.8,122.5,NaN
1925-02-15T00:00:00Z,2633.4287,0.0,SanFran,37.8,122.5,NaN
1925-03-15T00:00:00Z,2628.0,0.0,SanFran,37.8,122.5,NaN
1925-04-15T00:00:00Z,2583.4668,0.0,SanFran,37.8,122.5,NaN
1925-05-15T00:00:00Z,2639.9678,0.0,SanFran,37.8,122.5,NaN
1925-06-15T00:00:00Z,2630.6,0.0,SanFran,37.8,122.5,NaN
1925-07-15T00:00:00Z,2638.0322,0.0,SanFran,37.8,122.5,NaN
1925-08-15T00:00:00Z,2645.9678,0.0,SanFran,37.8,122.5,NaN
1925-09-15T00:00:00Z,2656.9668,0.0,SanFran,37.8,122.5,NaN
1925-10-15T00:00:00Z,2679.8064,0.0,SanFran,37.8,122.5,NaN
1925-11-15T00:00:00Z,2632.8667,0.0,SanFran,37.8,122.5,NaN
1925-12-15T00:00:00Z,2683.3225,0.0,SanFran,37.8,122.5,NaN
1926-01-15T00:00:00Z,2685.0322,0.0,SanFran,37.8,122.5,NaN
1926-02-15T00:00:00Z,2698.75,0.0,SanFran,37.8,122.5,NaN
1926-03-15T00:00:00Z,2664.0,0.0,SanFran,37.8,122.5,NaN
1926-04-15T00:00:00Z,2639.2334,0.0,SanFran,37.8,122.5,NaN
1926-05-15T00:00:00Z,2550.0645,0.0,SanFran,37.8,122.5,NaN
1926-06-15T00:00:00Z,2602.4333,0.0,SanFran,37.8,122.5,NaN
1926-07-15T00:00:00Z,2603.742,0.0,SanFran,37.8,122.5,NaN
1926-08-15T00:00:00Z,2626.4517,0.0,SanFran,37.8,122.5,NaN
1926-09-15T00:00:00Z,2605.2334,0.0,SanFran,37.8,122.5,NaN
1926-10-15T00:00:00Z,2621.2258,0.0,SanFran,37.8,122.5,NaN
1926-11-15T00:00:00Z,2680.4,0.0,SanFran,37.8,122.5,NaN
1926-12-15T00:00:00Z,2602.742,0.0,SanFran,37.8,122.5,NaN
1927-01-15T00:00:00Z,2621.8064,0.0,SanFran,37.8,122.5,NaN
1927-02-15T00:00:00Z,2698.0356,0.0,SanFran,37.8,122.5,NaN
1927-03-15T00:00:00Z,2533.6775,0.0,SanFran,37.8,122.5,NaN
1927-04-15T00:00:00Z,2565.6333,0.0,SanFran,37.8,122.5,NaN
1927-05-15T00:00:00Z,2520.6775,0.0,SanFran,37.8,122.5,NaN
1927-06-15T00:00:00Z,2614.7334,0.0,SanFran,37.8,122.5,NaN
1927-07-15T00:00:00Z,2599.3547,0.0,SanFran,37.8,122.5,NaN
1927-08-15T00:00:00Z,2641.484,0.0,SanFran,37.8,122.5,NaN
1927-09-15T00:00:00Z,2643.1667,0.0,SanFran,37.8,122.5,NaN
1927-10-15T00:00:00Z,2660.1614,0.0,SanFran,37.8,122.5,NaN
