time,percent_diet,diet_species_cohort
1998-01-01T00:00:00Z,NA,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
1999-01-01T00:00:00Z,0.26,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2000-01-01T00:00:00Z,0.01,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2001-01-01T00:00:00Z,0.59,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2002-01-01T00:00:00Z,0.5,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2003-01-01T00:00:00Z,0.45,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2004-01-01T00:00:00Z,0.53,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2005-01-01T00:00:00Z,0.02,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2006-01-01T00:00:00Z,0.02,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2007-01-01T00:00:00Z,0.04,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2008-01-01T00:00:00Z,0.19,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2009-01-01T00:00:00Z,0.13,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2010-01-01T00:00:00Z,0.61,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2011-01-01T00:00:00Z,0.31,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2012-01-01T00:00:00Z,0.42,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2013-01-01T00:00:00Z,0.59,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2014-01-01T00:00:00Z,0.75,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2015-01-01T00:00:00Z,0.49,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2016-01-01T00:00:00Z,0.49,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2017-01-01T00:00:00Z,0.25,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2018-01-01T00:00:00Z,0.16,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
2019-01-01T00:00:00Z,0.15,Rockfish juveniles (Ce CC SEFI Pigeon guillemot)
