time,simpson_diversity
1998-01-01T00:00:00Z,0.36231565
1999-01-01T00:00:00Z,0.32986236
2000-01-01T00:00:00Z,0.32002696
2001-01-01T00:00:00Z,0.3604507
2002-01-01T00:00:00Z,0.44043115
2003-01-01T00:00:00Z,0.3970518
2004-01-01T00:00:00Z,0.37225816
2005-01-01T00:00:00Z,0.3060486
2006-01-01T00:00:00Z,0.34267357
2007-01-01T00:00:00Z,0.4009328
2008-01-01T00:00:00Z,0.39460945
2009-01-01T00:00:00Z,0.30123058
2010-01-01T00:00:00Z,0.30848318
2011-01-01T00:00:00Z,0.38424137
2012-01-01T00:00:00Z,0.32720062
