time,cuti,latitude
2005-12-01T00:00:00Z,0.347,33
2006-01-01T00:00:00Z,-0.428,45
2006-01-01T00:00:00Z,0.097,39
2006-01-01T00:00:00Z,0.29,33
2006-02-01T00:00:00Z,0.19,45
2006-02-01T00:00:00Z,0.786,39
2006-02-01T00:00:00Z,0.29,33
2006-03-01T00:00:00Z,-0.648,45
2006-03-01T00:00:00Z,0.311,39
2006-03-01T00:00:00Z,0.692,33
2006-04-01T00:00:00Z,0.361,45
2006-04-01T00:00:00Z,1.266,39
2006-04-01T00:00:00Z,0.241,33
2006-05-01T00:00:00Z,0.69,45
2006-05-01T00:00:00Z,1.579,39
2006-05-01T00:00:00Z,0.525,33
2006-06-01T00:00:00Z,0.912,45
2006-06-01T00:00:00Z,1.759,39
2006-06-01T00:00:00Z,0.577,33
2006-07-01T00:00:00Z,0.842,45
2006-07-01T00:00:00Z,2.074,39
2006-07-01T00:00:00Z,0.311,33
2006-08-01T00:00:00Z,0.751,45
2006-08-01T00:00:00Z,1.966,39
2006-08-01T00:00:00Z,0.478,33
2006-09-01T00:00:00Z,0.297,45
2006-09-01T00:00:00Z,1.497,39
2006-09-01T00:00:00Z,0.555,33
2006-10-01T00:00:00Z,0.249,45
2006-10-01T00:00:00Z,0.399,39
2006-10-01T00:00:00Z,0.378,33
2006-11-01T00:00:00Z,-0.416,45
2006-11-01T00:00:00Z,0.124,39
2006-11-01T00:00:00Z,0.354,33
2006-12-01T00:00:00Z,-0.481,45
2006-12-01T00:00:00Z,0.173,39
2006-12-01T00:00:00Z,0.375,33
2007-01-01T00:00:00Z,0.102,45
2007-01-01T00:00:00Z,1.082,39
2007-01-01T00:00:00Z,0.522,33
2007-02-01T00:00:00Z,-0.176,45
2007-02-01T00:00:00Z,1.057,39
2007-02-01T00:00:00Z,0.626,33
2007-03-01T00:00:00Z,0.033,45
2007-03-01T00:00:00Z,1.572,39
2007-03-01T00:00:00Z,0.6,33
2007-04-01T00:00:00Z,0.061,45
2007-04-01T00:00:00Z,1.334,39
2007-04-01T00:00:00Z,0.965,33
2007-05-01T00:00:00Z,0.712,45
2007-05-01T00:00:00Z,1.729,39
2007-05-01T00:00:00Z,0.629,33
2007-06-01T00:00:00Z,0.086,45
2007-06-01T00:00:00Z,2.086,39
2007-06-01T00:00:00Z,0.581,33
2007-07-01T00:00:00Z,0.432,45
2007-07-01T00:00:00Z,1.324,39
2007-07-01T00:00:00Z,0.397,33
2007-08-01T00:00:00Z,0.424,45
2007-08-01T00:00:00Z,1.377,39
2007-08-01T00:00:00Z,0.382,33
2007-09-01T00:00:00Z,0.345,45
2007-09-01T00:00:00Z,1.424,39
2007-09-01T00:00:00Z,0.62,33
2007-10-01T00:00:00Z,0.143,45
2007-10-01T00:00:00Z,0.687,39
2007-10-01T00:00:00Z,0.648,33
2007-11-01T00:00:00Z,0.083,45
2007-11-01T00:00:00Z,0.905,39
2007-11-01T00:00:00Z,0.201,33
2007-12-01T00:00:00Z,-0.751,45
2007-12-01T00:00:00Z,0.461,39
2007-12-01T00:00:00Z,0.57,33
2008-01-01T00:00:00Z,-0.355,45
2008-01-01T00:00:00Z,0.034,39
2008-01-01T00:00:00Z,0.208,33
2008-02-01T00:00:00Z,-0.072,45
2008-02-01T00:00:00Z,0.948,39
2008-02-01T00:00:00Z,0.484,33
2008-03-01T00:00:00Z,0.059,45
2008-03-01T00:00:00Z,1.377,39
2008-03-01T00:00:00Z,1.011,33
2008-04-01T00:00:00Z,0.278,45
2008-04-01T00:00:00Z,1.021,39
2008-04-01T00:00:00Z,0.76,33
2008-05-01T00:00:00Z,0.591,45
2008-05-01T00:00:00Z,1.777,39
2008-05-01T00:00:00Z,0.576,33
2008-06-01T00:00:00Z,0.559,45
2008-06-01T00:00:00Z,1.85,39
2008-06-01T00:00:00Z,0.487,33
2008-07-01T00:00:00Z,0.602,45
2008-07-01T00:00:00Z,1.205,39
2008-07-01T00:00:00Z,0.286,33
2008-08-01T00:00:00Z,0.254,45
2008-08-01T00:00:00Z,1.624,39
2008-08-01T00:00:00Z,0.262,33
2008-09-01T00:00:00Z,0.457,45
2008-09-01T00:00:00Z,0.459,39
2008-09-01T00:00:00Z,0.377,33
2008-10-01T00:00:00Z,-0.058,45
2008-10-01T00:00:00Z,0.835,39
2008-10-01T00:00:00Z,0.408,33
2008-11-01T00:00:00Z,-0.555,45
2008-11-01T00:00:00Z,0.195,39
2008-11-01T00:00:00Z,0.293,33
2008-12-01T00:00:00Z,0.001,45
2008-12-01T00:00:00Z,0.65,39
2008-12-01T00:00:00Z,0.209,33
2009-01-01T00:00:00Z,0.008,45
2009-01-01T00:00:00Z,0.39,39
2009-01-01T00:00:00Z,-0.045,33
2009-02-01T00:00:00Z,0.055,45
2009-02-01T00:00:00Z,-0.056,39
2009-02-01T00:00:00Z,0.38,33
2009-03-01T00:00:00Z,0.084,45
2009-03-01T00:00:00Z,1.388,39
2009-03-01T00:00:00Z,0.441,33
2009-04-01T00:00:00Z,0.317,45
2009-04-01T00:00:00Z,1.171,39
2009-04-01T00:00:00Z,0.682,33
2009-05-01T00:00:00Z,0.293,45
2009-05-01T00:00:00Z,1.197,39
2009-05-01T00:00:00Z,0.305,33
2009-06-01T00:00:00Z,0.309,45
2009-06-01T00:00:00Z,1.167,39
2009-06-01T00:00:00Z,0.461,33
2009-07-01T00:00:00Z,0.442,45
2009-07-01T00:00:00Z,1.217,39
2009-07-01T00:00:00Z,0.24,33
2009-08-01T00:00:00Z,0.29,45
2009-08-01T00:00:00Z,0.949,39
2009-08-01T00:00:00Z,0.343,33
2009-09-01T00:00:00Z,0.117,45
2009-09-01T00:00:00Z,0.882,39
2009-09-01T00:00:00Z,0.38,33
2009-10-01T00:00:00Z,0.013,45
2009-10-01T00:00:00Z,0.95,39
2009-10-01T00:00:00Z,0.485,33
2009-11-01T00:00:00Z,-0.801,45
2009-11-01T00:00:00Z,0.602,39
2009-11-01T00:00:00Z,0.377,33
2009-12-01T00:00:00Z,-0.235,45
2009-12-01T00:00:00Z,-0.074,39
2009-12-01T00:00:00Z,0.178,33
2010-01-01T00:00:00Z,-0.985,45
2010-01-01T00:00:00Z,-0.21,39
2010-01-01T00:00:00Z,0.288,33
2010-02-01T00:00:00Z,-0.218,45
2010-02-01T00:00:00Z,0.096,39
2010-02-01T00:00:00Z,0.403,33
2010-03-01T00:00:00Z,-0.1,45
2010-03-01T00:00:00Z,0.833,39
2010-03-01T00:00:00Z,0.67,33
2010-04-01T00:00:00Z,0.074,45
2010-04-01T00:00:00Z,1.307,39
2010-04-01T00:00:00Z,0.813,33
2010-05-01T00:00:00Z,0.157,45
2010-05-01T00:00:00Z,0.909,39
2010-05-01T00:00:00Z,0.719,33
2010-06-01T00:00:00Z,0.25,45
2010-06-01T00:00:00Z,1.988,39
2010-06-01T00:00:00Z,0.381,33
2010-07-01T00:00:00Z,0.912,45
2010-07-01T00:00:00Z,1.892,39
2010-07-01T00:00:00Z,0.277,33
2010-08-01T00:00:00Z,0.274,45
2010-08-01T00:00:00Z,1.387,39
2010-08-01T00:00:00Z,0.451,33
2010-09-01T00:00:00Z,-0.082,45
2010-09-01T00:00:00Z,0.778,39
2010-09-01T00:00:00Z,0.386,33
2010-10-01T00:00:00Z,-0.294,45
2010-10-01T00:00:00Z,0.493,39
2010-10-01T00:00:00Z,0.25,33
2010-11-01T00:00:00Z,-0.183,45
2010-11-01T00:00:00Z,0.626,39
2010-11-01T00:00:00Z,0.47,33
2010-12-01T00:00:00Z,-1.217,45
2010-12-01T00:00:00Z,-0.305,39
2010-12-01T00:00:00Z,0.206,33
2011-01-01T00:00:00Z,0.015,45
2011-01-01T00:00:00Z,0.438,39
2011-01-01T00:00:00Z,-0.069,33
2011-02-01T00:00:00Z,0.187,45
2011-02-01T00:00:00Z,0.467,39
2011-02-01T00:00:00Z,0.235,33
2011-03-01T00:00:00Z,-0.618,45
2011-03-01T00:00:00Z,-0.032,39
2011-03-01T00:00:00Z,0.443,33
2011-04-01T00:00:00Z,0.262,45
2011-04-01T00:00:00Z,0.956,39
2011-04-01T00:00:00Z,0.761,33
2011-05-01T00:00:00Z,0.079,45
2011-05-01T00:00:00Z,1.416,39
2011-05-01T00:00:00Z,0.914,33
2011-06-01T00:00:00Z,0.263,45
2011-06-01T00:00:00Z,1.674,39
2011-06-01T00:00:00Z,0.504,33
2011-07-01T00:00:00Z,0.565,45
2011-07-01T00:00:00Z,1.81,39
2011-07-01T00:00:00Z,0.564,33
2011-08-01T00:00:00Z,0.364,45
2011-08-01T00:00:00Z,1.839,39
2011-08-01T00:00:00Z,0.576,33
2011-09-01T00:00:00Z,-0.006,45
2011-09-01T00:00:00Z,0.688,39
2011-09-01T00:00:00Z,0.324,33
2011-10-01T00:00:00Z,0.044,45
2011-10-01T00:00:00Z,0.596,39
2011-10-01T00:00:00Z,0.317,33
2011-11-01T00:00:00Z,-0.384,45
2011-11-01T00:00:00Z,0.319,39
2011-11-01T00:00:00Z,0.183,33
2011-12-01T00:00:00Z,0.506,45
2011-12-01T00:00:00Z,0.77,39
2011-12-01T00:00:00Z,0.243,33
2012-01-01T00:00:00Z,-0.623,45
2012-01-01T00:00:00Z,0.168,39
2012-01-01T00:00:00Z,0.306,33
2012-02-01T00:00:00Z,0.042,45
2012-02-01T00:00:00Z,1.064,39
2012-02-01T00:00:00Z,0.59,33
2012-03-01T00:00:00Z,-0.701,45
2012-03-01T00:00:00Z,-0.043,39
2012-03-01T00:00:00Z,0.517,33
2012-04-01T00:00:00Z,-0.25,45
2012-04-01T00:00:00Z,0.59,39
2012-04-01T00:00:00Z,0.362,33
2012-05-01T00:00:00Z,0.531,45
2012-05-01T00:00:00Z,1.688,39
2012-05-01T00:00:00Z,0.678,33
2012-06-01T00:00:00Z,0.172,45
2012-06-01T00:00:00Z,1.793,39
2012-06-01T00:00:00Z,0.604,33
2012-07-01T00:00:00Z,0.469,45
2012-07-01T00:00:00Z,1.609,39
2012-07-01T00:00:00Z,0.458,33
2012-08-01T00:00:00Z,0.528,45
2012-08-01T00:00:00Z,1.227,39
2012-08-01T00:00:00Z,0.337,33
2012-09-01T00:00:00Z,0.533,45
2012-09-01T00:00:00Z,0.81,39
2012-09-01T00:00:00Z,0.406,33
2012-10-01T00:00:00Z,-0.196,45
2012-10-01T00:00:00Z,0.313,39
2012-10-01T00:00:00Z,0.466,33
2012-11-01T00:00:00Z,-0.585,45
2012-11-01T00:00:00Z,-0.113,39
2012-11-01T00:00:00Z,0.223,33
2012-12-01T00:00:00Z,-0.184,45
2012-12-01T00:00:00Z,0.439,39
2012-12-01T00:00:00Z,0.303,33
2013-01-01T00:00:00Z,-0.072,45
2013-01-01T00:00:00Z,0.59,39
2013-01-01T00:00:00Z,0.44,33
2013-02-01T00:00:00Z,-0.069,45
2013-02-01T00:00:00Z,1.143,39
2013-02-01T00:00:00Z,0.538,33
2013-03-01T00:00:00Z,-0.06,45
2013-03-01T00:00:00Z,0.843,39
2013-03-01T00:00:00Z,0.294,33
2013-04-01T00:00:00Z,0.203,45
2013-04-01T00:00:00Z,1.72,39
2013-04-01T00:00:00Z,0.719,33
2013-05-01T00:00:00Z,0.185,45
2013-05-01T00:00:00Z,1.231,39
2013-05-01T00:00:00Z,0.598,33
2013-06-01T00:00:00Z,0.318,45
2013-06-01T00:00:00Z,1.497,39
2013-06-01T00:00:00Z,0.482,33
2013-07-01T00:00:00Z,1.231,45
2013-07-01T00:00:00Z,1.564,39
2013-07-01T00:00:00Z,0.434,33
2013-08-01T00:00:00Z,0.192,45
2013-08-01T00:00:00Z,0.755,39
2013-08-01T00:00:00Z,0.619,33
2013-09-01T00:00:00Z,-0.113,45
2013-09-01T00:00:00Z,0.775,39
2013-09-01T00:00:00Z,0.477,33
2013-10-01T00:00:00Z,0.408,45
2013-10-01T00:00:00Z,1.227,39
2013-10-01T00:00:00Z,0.248,33
2013-11-01T00:00:00Z,-0.079,45
2013-11-01T00:00:00Z,0.715,39
2013-11-01T00:00:00Z,0.16,33
2013-12-01T00:00:00Z,-0.033,45
2013-12-01T00:00:00Z,0.918,39
2013-12-01T00:00:00Z,0.26,33
2014-01-01T00:00:00Z,-0.255,45
2014-01-01T00:00:00Z,0.081,39
2014-01-01T00:00:00Z,0.096,33
2014-02-01T00:00:00Z,-0.333,45
2014-02-01T00:00:00Z,0.137,39
2014-02-01T00:00:00Z,0.248,33
2014-03-01T00:00:00Z,-0.287,45
2014-03-01T00:00:00Z,0.312,39
2014-03-01T00:00:00Z,0.308,33
2014-04-01T00:00:00Z,0.097,45
2014-04-01T00:00:00Z,0.654,39
2014-04-01T00:00:00Z,0.564,33
2014-05-01T00:00:00Z,0.174,45
2014-05-01T00:00:00Z,1.396,39
2014-05-01T00:00:00Z,0.64,33
2014-06-01T00:00:00Z,0.532,45
2014-06-01T00:00:00Z,1.933,39
2014-06-01T00:00:00Z,0.454,33
2014-07-01T00:00:00Z,0.735,45
2014-07-01T00:00:00Z,0.715,39
2014-07-01T00:00:00Z,0.301,33
2014-08-01T00:00:00Z,0.619,45
2014-08-01T00:00:00Z,0.761,39
2014-08-01T00:00:00Z,0.349,33
2014-09-01T00:00:00Z,0.108,45
2014-09-01T00:00:00Z,0.344,39
2014-09-01T00:00:00Z,0.522,33
2014-10-01T00:00:00Z,-0.539,45
2014-10-01T00:00:00Z,0.301,39
2014-10-01T00:00:00Z,0.185,33
2014-11-01T00:00:00Z,-0.262,45
2014-11-01T00:00:00Z,0.005,39
2014-11-01T00:00:00Z,0.204,33
2014-12-01T00:00:00Z,-0.664,45
2014-12-01T00:00:00Z,-0.163,39
2014-12-01T00:00:00Z,0.174,33
2015-01-01T00:00:00Z,-0.194,45
2015-01-01T00:00:00Z,0.147,39
2015-01-01T00:00:00Z,0.048,33
2015-02-01T00:00:00Z,-0.44,45
2015-02-01T00:00:00Z,0.258,39
2015-02-01T00:00:00Z,0.105,33
2015-03-01T00:00:00Z,-0.071,45
2015-03-01T00:00:00Z,0.633,39
2015-03-01T00:00:00Z,0.13,33
2015-04-01T00:00:00Z,0.237,45
2015-04-01T00:00:00Z,1.483,39
2015-04-01T00:00:00Z,0.454,33
2015-05-01T00:00:00Z,0.513,45
2015-05-01T00:00:00Z,1.467,39
2015-05-01T00:00:00Z,0.694,33
2015-06-01T00:00:00Z,0.731,45
2015-06-01T00:00:00Z,0.996,39
2015-06-01T00:00:00Z,0.48,33
2015-07-01T00:00:00Z,0.277,45
2015-07-01T00:00:00Z,0.496,39
2015-07-01T00:00:00Z,0.472,33
2015-08-01T00:00:00Z,0.321,45
2015-08-01T00:00:00Z,0.409,39
2015-08-01T00:00:00Z,0.543,33
2015-09-01T00:00:00Z,0.272,45
2015-09-01T00:00:00Z,0.899,39
2015-09-01T00:00:00Z,0.281,33
2015-10-01T00:00:00Z,-0.062,45
2015-10-01T00:00:00Z,0.484,39
2015-10-01T00:00:00Z,0.335,33
2015-11-01T00:00:00Z,-0.255,45
2015-11-01T00:00:00Z,0.57,39
2015-11-01T00:00:00Z,0.464,33
2015-12-01T00:00:00Z,-0.964,45
2015-12-01T00:00:00Z,0.196,39
2015-12-01T00:00:00Z,0.764,33
2016-01-01T00:00:00Z,-0.845,45
2016-01-01T00:00:00Z,-0.797,39
2016-01-01T00:00:00Z,0.188,33
2016-02-01T00:00:00Z,-0.455,45
2016-02-01T00:00:00Z,0.176,39
2016-02-01T00:00:00Z,0.368,33
2016-03-01T00:00:00Z,-0.555,45
2016-03-01T00:00:00Z,0.264,39
2016-03-01T00:00:00Z,0.423,33
2016-04-01T00:00:00Z,0.062,45
2016-04-01T00:00:00Z,0.948,39
2016-04-01T00:00:00Z,0.733,33
2016-05-01T00:00:00Z,0.519,45
2016-05-01T00:00:00Z,1.242,39
2016-05-01T00:00:00Z,0.587,33
2016-06-01T00:00:00Z,0.386,45
2016-06-01T00:00:00Z,1.551,39
2016-06-01T00:00:00Z,0.26,33
2016-07-01T00:00:00Z,0.483,45
2016-07-01T00:00:00Z,1.577,39
2016-07-01T00:00:00Z,0.279,33
2016-08-01T00:00:00Z,0.537,45
2016-08-01T00:00:00Z,0.597,39
2016-08-01T00:00:00Z,0.433,33
2016-09-01T00:00:00Z,0.383,45
2016-09-01T00:00:00Z,1.069,39
2016-09-01T00:00:00Z,0.344,33
2016-10-01T00:00:00Z,-1.036,45
2016-10-01T00:00:00Z,0.078,39
2016-10-01T00:00:00Z,0.408,33
2016-11-01T00:00:00Z,-0.693,45
2016-11-01T00:00:00Z,0.033,39
2016-11-01T00:00:00Z,0.312,33
2016-12-01T00:00:00Z,-0.086,45
2016-12-01T00:00:00Z,0.559,39
2016-12-01T00:00:00Z,0.301,33
2017-01-01T00:00:00Z,-0.47,45
2017-01-01T00:00:00Z,0.002,39
2017-01-01T00:00:00Z,0.151,33
2017-02-01T00:00:00Z,-0.151,45
2017-02-01T00:00:00Z,-0.075,39
2017-02-01T00:00:00Z,0.331,33
2017-03-01T00:00:00Z,-0.54,45
2017-03-01T00:00:00Z,0.443,39
2017-03-01T00:00:00Z,0.404,33
2017-04-01T00:00:00Z,-0.353,45
2017-04-01T00:00:00Z,0.66,39
2017-04-01T00:00:00Z,0.648,33
2017-05-01T00:00:00Z,0.379,45
2017-05-01T00:00:00Z,1.692,39
2017-05-01T00:00:00Z,0.635,33
2017-06-01T00:00:00Z,0.284,45
2017-06-01T00:00:00Z,1.457,39
2017-06-01T00:00:00Z,0.511,33
2017-07-01T00:00:00Z,0.81,45
2017-07-01T00:00:00Z,1.531,39
2017-07-01T00:00:00Z,0.247,33
2017-08-01T00:00:00Z,0.507,45
2017-08-01T00:00:00Z,0.785,39
2017-08-01T00:00:00Z,0.416,33
2017-09-01T00:00:00Z,0.168,45
2017-09-01T00:00:00Z,0.537,39
2017-09-01T00:00:00Z,0.409,33
2017-10-01T00:00:00Z,0.048,45
2017-10-01T00:00:00Z,0.969,39
2017-10-01T00:00:00Z,0.274,33
2017-11-01T00:00:00Z,-0.821,45
2017-11-01T00:00:00Z,-0.023,39
2017-11-01T00:00:00Z,0.28,33
2017-12-01T00:00:00Z,-0.009,45
2017-12-01T00:00:00Z,0.509,39
2017-12-01T00:00:00Z,0.148,33
2018-01-01T00:00:00Z,-0.688,45
2018-01-01T00:00:00Z,-0.014,39
2018-01-01T00:00:00Z,0.355,33
2018-02-01T00:00:00Z,0.25,45
2018-02-01T00:00:00Z,1.474,39
2018-02-01T00:00:00Z,0.394,33
2018-03-01T00:00:00Z,-0.062,45
2018-03-01T00:00:00Z,0.237,39
2018-03-01T00:00:00Z,0.425,33
2018-04-01T00:00:00Z,-0.129,45
2018-04-01T00:00:00Z,0.739,39
2018-04-01T00:00:00Z,0.714,33
2018-05-01T00:00:00Z,0.45,45
2018-05-01T00:00:00Z,1.72,39
2018-05-01T00:00:00Z,0.761,33
2018-06-01T00:00:00Z,0.292,45
2018-06-01T00:00:00Z,2.354,39
2018-06-01T00:00:00Z,0.422,33
2018-07-01T00:00:00Z,0.623,45
2018-07-01T00:00:00Z,1.269,39
2018-07-01T00:00:00Z,0.236,33
2018-08-01T00:00:00Z,0.386,45
2018-08-01T00:00:00Z,1.399,39
2018-08-01T00:00:00Z,0.389,33
2018-09-01T00:00:00Z,0.253,45
2018-09-01T00:00:00Z,1.373,39
2018-09-01T00:00:00Z,0.393,33
2018-10-01T00:00:00Z,0.032,45
2018-10-01T00:00:00Z,0.695,39
2018-10-01T00:00:00Z,0.134,33
2018-11-01T00:00:00Z,-0.2,45
2018-11-01T00:00:00Z,0.499,39
2018-11-01T00:00:00Z,0.18,33
2018-12-01T00:00:00Z,-0.681,45
2018-12-01T00:00:00Z,0.318,39
2018-12-01T00:00:00Z,0.428,33
2019-01-01T00:00:00Z,-0.414,45
2019-01-01T00:00:00Z,-0.532,39
2019-01-01T00:00:00Z,0.133,33
2019-02-01T00:00:00Z,0.103,45
2019-02-01T00:00:00Z,0.559,39
2019-02-01T00:00:00Z,0.423,33
2019-03-01T00:00:00Z,-0.009,45
2019-03-01T00:00:00Z,0.306,39
2019-03-01T00:00:00Z,0.422,33
2019-04-01T00:00:00Z,0.096,45
2019-04-01T00:00:00Z,1.313,39
2019-04-01T00:00:00Z,0.45,33
2019-05-01T00:00:00Z,0.393,45
2019-05-01T00:00:00Z,0.854,39
2019-05-01T00:00:00Z,0.661,33
2019-06-01T00:00:00Z,0.601,45
2019-06-01T00:00:00Z,1.727,39
2019-06-01T00:00:00Z,0.247,33
2019-07-01T00:00:00Z,0.271,45
2019-07-01T00:00:00Z,1.781,39
2019-07-01T00:00:00Z,0.443,33
2019-08-01T00:00:00Z,0.345,45
2019-08-01T00:00:00Z,0.942,39
2019-08-01T00:00:00Z,0.546,33
2019-09-01T00:00:00Z,0.065,45
2019-09-01T00:00:00Z,1.371,39
2019-09-01T00:00:00Z,0.366,33
2019-10-01T00:00:00Z,0.178,45
2019-10-01T00:00:00Z,1.121,39
2019-10-01T00:00:00Z,0.218,33
2019-11-01T00:00:00Z,0.311,45
2019-11-01T00:00:00Z,0.677,39
2019-11-01T00:00:00Z,0.163,33
2019-12-01T00:00:00Z,-0.422,45
2019-12-01T00:00:00Z,-0.224,39
2019-12-01T00:00:00Z,0.177,33
2020-01-01T00:00:00Z,-1.055,45
2020-01-01T00:00:00Z,0.34,39
2020-01-01T00:00:00Z,0.249,33
2020-02-01T00:00:00Z,0.08,45
2020-02-01T00:00:00Z,1.562,39
2020-02-01T00:00:00Z,0.188,33
2020-03-01T00:00:00Z,0.112,45
2020-03-01T00:00:00Z,0.658,39
2020-03-01T00:00:00Z,0.3,33
2020-04-01T00:00:00Z,0.255,45
2020-04-01T00:00:00Z,0.851,39
2020-04-01T00:00:00Z,0.341,33
2020-05-01T00:00:00Z,0.021,45
2020-05-01T00:00:00Z,1.028,39
2020-05-01T00:00:00Z,0.545,33
2020-06-01T00:00:00Z,0.325,45
2020-06-01T00:00:00Z,1.707,39
2020-06-01T00:00:00Z,0.397,33
2020-07-01T00:00:00Z,0.618,45
2020-07-01T00:00:00Z,1.087,39
2020-07-01T00:00:00Z,0.459,33
2020-08-01T00:00:00Z,0.42,45
2020-08-01T00:00:00Z,1.545,39
2020-08-01T00:00:00Z,0.419,33
2020-09-01T00:00:00Z,-0.048,45
2020-09-01T00:00:00Z,0.582,39
2020-09-01T00:00:00Z,0.218,33
2020-10-01T00:00:00Z,0.196,45
2020-10-01T00:00:00Z,1.176,39
2020-10-01T00:00:00Z,0.152,33
2020-11-01T00:00:00Z,-0.34,45
2020-11-01T00:00:00Z,0.676,39
2020-11-01T00:00:00Z,0.334,33
2020-12-01T00:00:00Z,-0.444,45
2020-12-01T00:00:00Z,0.462,39
2020-12-01T00:00:00Z,0.163,33
2021-01-01T00:00:00Z,-0.567,45
2021-01-01T00:00:00Z,0.354,39
2021-01-01T00:00:00Z,0.281,33
