time,flow_anomaly_1_day_max,Seup,Selo,location
1995-01-01T00:00:00Z,0.037608325,0.28467077,-0.21000572,Mid-Columbia Spring
1996-01-01T00:00:00Z,2.98442,3.2316508,2.736579,Mid-Columbia Spring
1997-01-01T00:00:00Z,1.5502249,1.7969378,1.3033305,Mid-Columbia Spring
1998-01-01T00:00:00Z,-0.21393205,0.03274179,-0.46089992,Mid-Columbia Spring
1999-01-01T00:00:00Z,0.023465777,0.27028996,-0.22351758,Mid-Columbia Spring
2000-01-01T00:00:00Z,-0.26768413,-0.02081844,-0.5147543,Mid-Columbia Spring
2001-01-01T00:00:00Z,-1.1449653,-0.8982659,-1.391869,Mid-Columbia Spring
2002-01-01T00:00:00Z,-0.22584116,0.020940896,-0.47270912,Mid-Columbia Spring
2003-01-01T00:00:00Z,-0.105222635,0.14148991,-0.3523253,Mid-Columbia Spring
2004-01-01T00:00:00Z,-0.46000004,-0.21324219,-0.7070279,Mid-Columbia Spring
2005-01-01T00:00:00Z,-0.7755903,-0.5287661,-1.0224653,Mid-Columbia Spring
2006-01-01T00:00:00Z,0.030333854,0.2770212,-0.21673262,Mid-Columbia Spring
2007-01-01T00:00:00Z,-0.20677356,0.040404234,-0.45397073,Mid-Columbia Spring
2008-01-01T00:00:00Z,-0.075679205,0.17114735,-0.32261622,Mid-Columbia Spring
2009-01-01T00:00:00Z,0.2561252,0.5028863,0.009257556,Mid-Columbia Spring
2010-01-01T00:00:00Z,-0.3268079,-0.080079705,-0.5737589,Mid-Columbia Spring
2011-01-01T00:00:00Z,1.1219146,1.3686564,0.875018,Mid-Columbia Spring
2012-01-01T00:00:00Z,-0.026713632,0.21994379,-0.27370253,Mid-Columbia Spring
2013-01-01T00:00:00Z,-0.33185408,-0.08516314,-0.5787673,Mid-Columbia Spring
2014-01-01T00:00:00Z,0.086170666,0.33287013,-0.16077247,Mid-Columbia Spring
2015-01-01T00:00:00Z,-0.20574073,0.04122242,-0.45279834,Mid-Columbia Spring
2016-01-01T00:00:00Z,-0.03894938,0.20821564,-0.28607726,Mid-Columbia Spring
2017-01-01T00:00:00Z,0.32061663,0.567374,0.07353346,Mid-Columbia Spring
2018-01-01T00:00:00Z,0.008113166,0.2614087,-0.24538805,Mid-Columbia Spring
1981-01-01T00:00:00Z,-0.6197568,-0.33766505,-0.9020975,Upper Klamath Trinity River
1982-01-01T00:00:00Z,1.5172926,1.7993854,1.2349521,Upper Klamath Trinity River
1983-01-01T00:00:00Z,0.8461292,1.1282216,0.56378865,Upper Klamath Trinity River
1984-01-01T00:00:00Z,0.021195034,0.30328742,-0.26114556,Upper Klamath Trinity River
1985-01-01T00:00:00Z,-0.40972525,-0.12763187,-0.6920656,Upper Klamath Trinity River
1986-01-01T00:00:00Z,1.4342967,1.7163913,1.1519567,Upper Klamath Trinity River
1987-01-01T00:00:00Z,-0.68023956,-0.39814755,-0.9625801,Upper Klamath Trinity River
1988-01-01T00:00:00Z,-0.5427175,-0.2606254,-0.8250579,Upper Klamath Trinity River
1989-01-01T00:00:00Z,-0.21660738,0.06548587,-0.49894786,Upper Klamath Trinity River
1990-01-01T00:00:00Z,-0.55712736,-0.27503508,-0.8394677,Upper Klamath Trinity River
1991-01-01T00:00:00Z,-0.79562163,-0.5135303,-1.0779629,Upper Klamath Trinity River
1992-01-01T00:00:00Z,-0.75762236,-0.47553134,-1.0399655,Upper Klamath Trinity River
1993-01-01T00:00:00Z,0.04312367,0.32521644,-0.2392169,Upper Klamath Trinity River
1994-01-01T00:00:00Z,-1.0101018,-0.7280102,-1.2924427,Upper Klamath Trinity River
1995-01-01T00:00:00Z,0.7249668,1.007058,0.44262508,Upper Klamath Trinity River
1996-01-01T00:00:00Z,0.05460277,0.33669558,-0.22773793,Upper Klamath Trinity River
1997-01-01T00:00:00Z,3.12813,3.4102206,2.8457875,Upper Klamath Trinity River
1998-01-01T00:00:00Z,0.7316296,1.0137211,0.44928864,Upper Klamath Trinity River
1999-01-01T00:00:00Z,-0.3211821,-0.039088342,-0.60352266,Upper Klamath Trinity River
2000-01-01T00:00:00Z,-0.39450747,-0.112415895,-0.6768484,Upper Klamath Trinity River
2001-01-01T00:00:00Z,-1.0208983,-0.73880696,-1.3032395,Upper Klamath Trinity River
2002-01-01T00:00:00Z,-0.35383496,-0.07174388,-0.6361772,Upper Klamath Trinity River
2003-01-01T00:00:00Z,-0.10368853,0.17840388,-0.3860288,Upper Klamath Trinity River
2004-01-01T00:00:00Z,0.051217645,0.33330905,-0.2311236,Upper Klamath Trinity River
2005-01-01T00:00:00Z,-0.37466335,-0.09257211,-0.65700465,Upper Klamath Trinity River
2006-01-01T00:00:00Z,2.0779626,2.3600545,1.7956219,Upper Klamath Trinity River
2007-01-01T00:00:00Z,-0.48444396,-0.20235275,-0.76678544,Upper Klamath Trinity River
2008-01-01T00:00:00Z,-0.5805395,-0.29844844,-0.8628813,Upper Klamath Trinity River
2009-01-01T00:00:00Z,-0.68800896,-0.40591773,-0.97035056,Upper Klamath Trinity River
2010-01-01T00:00:00Z,-0.49534872,-0.21325763,-0.7776917,Upper Klamath Trinity River
2011-01-01T00:00:00Z,-0.16421862,0.11787219,-0.44656223,Upper Klamath Trinity River
2012-01-01T00:00:00Z,-0.22033282,0.061758377,-0.5026747,Upper Klamath Trinity River
2013-01-01T00:00:00Z,-0.3665997,-0.08450856,-0.64894307,Upper Klamath Trinity River
2014-01-01T00:00:00Z,-0.632197,-0.35010564,-0.91453844,Upper Klamath Trinity River
2015-01-01T00:00:00Z,0.49550265,0.7775936,0.21315931,Upper Klamath Trinity River
2016-01-01T00:00:00Z,0.19305257,0.4751447,-0.08928799,Upper Klamath Trinity River
2017-01-01T00:00:00Z,0.9862348,1.2683258,0.7038912,Upper Klamath Trinity River
2018-01-01T00:00:00Z,-0.51535285,-0.23326005,-0.79769313,Upper Klamath Trinity River
1981-01-01T00:00:00Z,0.7600025,1.038666,0.48119313,Lower Columbia River
1982-01-01T00:00:00Z,0.69378537,0.9721608,0.41487297,Lower Columbia River
1983-01-01T00:00:00Z,0.21637361,0.49481812,-0.06250171,Lower Columbia River
1984-01-01T00:00:00Z,-0.33055028,-0.052214727,-0.6094,Lower Columbia River
1985-01-01T00:00:00Z,-0.56160855,-0.283056,-0.8402542,Lower Columbia River
1986-01-01T00:00:00Z,0.5223114,0.8010467,0.24328223,Lower Columbia River
1987-01-01T00:00:00Z,-0.09371569,0.18522415,-0.3725772,Lower Columbia River
1988-01-01T00:00:00Z,-0.507466,-0.22905342,-0.7861286,Lower Columbia River
1989-01-01T00:00:00Z,-0.82654506,-0.5478928,-1.1058203,Lower Columbia River
1990-01-01T00:00:00Z,0.14429851,0.42298022,-0.1343209,Lower Columbia River
1991-01-01T00:00:00Z,0.34821007,0.6269114,0.06944639,Lower Columbia River
1992-01-01T00:00:00Z,-0.7135943,-0.43515718,-0.99265796,Lower Columbia River
1993-01-01T00:00:00Z,-0.87646765,-0.5980423,-1.1551967,Lower Columbia River
1994-01-01T00:00:00Z,-1.0002551,-0.7217582,-1.2794276,Lower Columbia River
1995-01-01T00:00:00Z,0.12075667,0.39914384,-0.15794949,Lower Columbia River
1996-01-01T00:00:00Z,3.2806382,3.559243,3.0017445,Lower Columbia River
1997-01-01T00:00:00Z,0.653459,0.93236005,0.37438163,Lower Columbia River
1998-01-01T00:00:00Z,-0.6481079,-0.3695997,-0.9268531,Lower Columbia River
1999-01-01T00:00:00Z,0.47536695,0.75395083,0.19665585,Lower Columbia River
2000-01-01T00:00:00Z,0.5715009,0.85417694,0.28810045,Lower Columbia River
2001-01-01T00:00:00Z,-1.4007794,-1.1224352,-1.6796532,Lower Columbia River
