time,average_ESI,vessel_category
1995-01-01T00:00:00Z,2.18,vess_rev_5k_fish_1981-2018
1996-01-01T00:00:00Z,2.07,vess_rev_5k_fish_1981-2018
1997-01-01T00:00:00Z,2.16,vess_rev_5k_fish_1981-2018
1998-01-01T00:00:00Z,2.15,vess_rev_5k_fish_1981-2018
1999-01-01T00:00:00Z,2.0,vess_rev_5k_fish_1981-2018
2000-01-01T00:00:00Z,2.07,vess_rev_5k_fish_1981-2018
2001-01-01T00:00:00Z,2.11,vess_rev_5k_fish_1981-2018
2002-01-01T00:00:00Z,2.01,vess_rev_5k_fish_1981-2018
2003-01-01T00:00:00Z,1.95,vess_rev_5k_fish_1981-2018
2004-01-01T00:00:00Z,1.97,vess_rev_5k_fish_1981-2018
2005-01-01T00:00:00Z,1.97,vess_rev_5k_fish_1981-2018
2006-01-01T00:00:00Z,1.99,vess_rev_5k_fish_1981-2018
2007-01-01T00:00:00Z,1.96,vess_rev_5k_fish_1981-2018
2008-01-01T00:00:00Z,1.92,vess_rev_5k_fish_1981-2018
2009-01-01T00:00:00Z,1.96,vess_rev_5k_fish_1981-2018
2010-01-01T00:00:00Z,2.0,vess_rev_5k_fish_1981-2018
2011-01-01T00:00:00Z,1.96,vess_rev_5k_fish_1981-2018
2012-01-01T00:00:00Z,1.95,vess_rev_5k_fish_1981-2018
2013-01-01T00:00:00Z,1.9,vess_rev_5k_fish_1981-2018
2014-01-01T00:00:00Z,1.91,vess_rev_5k_fish_1981-2018
2015-01-01T00:00:00Z,1.92,vess_rev_5k_fish_1981-2018
2016-01-01T00:00:00Z,1.88,vess_rev_5k_fish_1981-2018
2017-01-01T00:00:00Z,1.86,vess_rev_5k_fish_1981-2018
2018-01-01T00:00:00Z,1.84,vess_rev_5k_fish_1981-2018
1981-01-01T00:00:00Z,1.86,vess_rev_5k_fish_1981
1982-01-01T00:00:00Z,1.87,vess_rev_5k_fish_1981
1983-01-01T00:00:00Z,1.84,vess_rev_5k_fish_1981
1984-01-01T00:00:00Z,1.97,vess_rev_5k_fish_1981
1985-01-01T00:00:00Z,1.86,vess_rev_5k_fish_1981
1986-01-01T00:00:00Z,1.86,vess_rev_5k_fish_1981
1987-01-01T00:00:00Z,1.91,vess_rev_5k_fish_1981
1988-01-01T00:00:00Z,2.02,vess_rev_5k_fish_1981
1989-01-01T00:00:00Z,1.79,vess_rev_5k_fish_1981
1990-01-01T00:00:00Z,1.95,vess_rev_5k_fish_1981
1991-01-01T00:00:00Z,1.98,vess_rev_5k_fish_1981
1992-01-01T00:00:00Z,1.97,vess_rev_5k_fish_1981
1993-01-01T00:00:00Z,2.01,vess_rev_5k_fish_1981
1994-01-01T00:00:00Z,2.01,vess_rev_5k_fish_1981
1995-01-01T00:00:00Z,1.94,vess_rev_5k_fish_1981
1996-01-01T00:00:00Z,1.86,vess_rev_5k_fish_1981
1997-01-01T00:00:00Z,1.94,vess_rev_5k_fish_1981
1998-01-01T00:00:00Z,1.93,vess_rev_5k_fish_1981
1999-01-01T00:00:00Z,1.81,vess_rev_5k_fish_1981
2000-01-01T00:00:00Z,1.88,vess_rev_5k_fish_1981
2001-01-01T00:00:00Z,1.93,vess_rev_5k_fish_1981
2002-01-01T00:00:00Z,1.85,vess_rev_5k_fish_1981
2003-01-01T00:00:00Z,1.8,vess_rev_5k_fish_1981
2004-01-01T00:00:00Z,1.82,vess_rev_5k_fish_1981
2005-01-01T00:00:00Z,1.82,vess_rev_5k_fish_1981
2006-01-01T00:00:00Z,1.85,vess_rev_5k_fish_1981
2007-01-01T00:00:00Z,1.82,vess_rev_5k_fish_1981
2008-01-01T00:00:00Z,1.83,vess_rev_5k_fish_1981
2009-01-01T00:00:00Z,1.84,vess_rev_5k_fish_1981
2010-01-01T00:00:00Z,1.89,vess_rev_5k_fish_1981
2011-01-01T00:00:00Z,1.85,vess_rev_5k_fish_1981
2012-01-01T00:00:00Z,1.85,vess_rev_5k_fish_1981
2013-01-01T00:00:00Z,1.8,vess_rev_5k_fish_1981
2014-01-01T00:00:00Z,1.82,vess_rev_5k_fish_1981
2015-01-01T00:00:00Z,1.84,vess_rev_5k_fish_1981
2016-01-01T00:00:00Z,1.82,vess_rev_5k_fish_1981
2017-01-01T00:00:00Z,1.82,vess_rev_5k_fish_1981
2018-01-01T00:00:00Z,1.84,vess_rev_5k_fish_1981
1981-01-01T00:00:00Z,1.3,vess_2018_WC_rev_5k_ave_5k-25k
1982-01-01T00:00:00Z,1.24,vess_2018_WC_rev_5k_ave_5k-25k
1983-01-01T00:00:00Z,1.34,vess_2018_WC_rev_5k_ave_5k-25k
1984-01-01T00:00:00Z,1.42,vess_2018_WC_rev_5k_ave_5k-25k
1985-01-01T00:00:00Z,1.34,vess_2018_WC_rev_5k_ave_5k-25k
1986-01-01T00:00:00Z,1.28,vess_2018_WC_rev_5k_ave_5k-25k
1987-01-01T00:00:00Z,1.32,vess_2018_WC_rev_5k_ave_5k-25k
1988-01-01T00:00:00Z,1.23,vess_2018_WC_rev_5k_ave_5k-25k
1989-01-01T00:00:00Z,1.33,vess_2018_WC_rev_5k_ave_5k-25k
1990-01-01T00:00:00Z,1.31,vess_2018_WC_rev_5k_ave_5k-25k
1991-01-01T00:00:00Z,1.3,vess_2018_WC_rev_5k_ave_5k-25k
1992-01-01T00:00:00Z,1.32,vess_2018_WC_rev_5k_ave_5k-25k
1993-01-01T00:00:00Z,1.35,vess_2018_WC_rev_5k_ave_5k-25k
1994-01-01T00:00:00Z,1.31,vess_2018_WC_rev_5k_ave_5k-25k
1995-01-01T00:00:00Z,1.27,vess_2018_WC_rev_5k_ave_5k-25k
1996-01-01T00:00:00Z,1.32,vess_2018_WC_rev_5k_ave_5k-25k
1997-01-01T00:00:00Z,1.46,vess_2018_WC_rev_5k_ave_5k-25k
1998-01-01T00:00:00Z,1.39,vess_2018_WC_rev_5k_ave_5k-25k
1999-01-01T00:00:00Z,1.42,vess_2018_WC_rev_5k_ave_5k-25k
2000-01-01T00:00:00Z,1.39,vess_2018_WC_rev_5k_ave_5k-25k
2001-01-01T00:00:00Z,1.38,vess_2018_WC_rev_5k_ave_5k-25k
2002-01-01T00:00:00Z,1.33,vess_2018_WC_rev_5k_ave_5k-25k
2003-01-01T00:00:00Z,1.34,vess_2018_WC_rev_5k_ave_5k-25k
2004-01-01T00:00:00Z,1.31,vess_2018_WC_rev_5k_ave_5k-25k
2005-01-01T00:00:00Z,1.34,vess_2018_WC_rev_5k_ave_5k-25k
2006-01-01T00:00:00Z,1.36,vess_2018_WC_rev_5k_ave_5k-25k
2007-01-01T00:00:00Z,1.36,vess_2018_WC_rev_5k_ave_5k-25k
2008-01-01T00:00:00Z,1.31,vess_2018_WC_rev_5k_ave_5k-25k
2009-01-01T00:00:00Z,1.27,vess_2018_WC_rev_5k_ave_5k-25k
2010-01-01T00:00:00Z,1.26,vess_2018_WC_rev_5k_ave_5k-25k
2011-01-01T00:00:00Z,1.29,vess_2018_WC_rev_5k_ave_5k-25k
2012-01-01T00:00:00Z,1.33,vess_2018_WC_rev_5k_ave_5k-25k
2013-01-01T00:00:00Z,1.28,vess_2018_WC_rev_5k_ave_5k-25k
2014-01-01T00:00:00Z,1.29,vess_2018_WC_rev_5k_ave_5k-25k
2015-01-01T00:00:00Z,1.42,vess_2018_WC_rev_5k_ave_5k-25k
2016-01-01T00:00:00Z,1.34,vess_2018_WC_rev_5k_ave_5k-25k
2017-01-01T00:00:00Z,1.35,vess_2018_WC_rev_5k_ave_5k-25k
2018-01-01T00:00:00Z,1.36,vess_2018_WC_rev_5k_ave_5k-25k
1981-01-01T00:00:00Z,1.73,vess_2018_WC_rev_5k_ave_25-100k
1982-01-01T00:00:00Z,1.62,vess_2018_WC_rev_5k_ave_25-100k
1983-01-01T00:00:00Z,1.77,vess_2018_WC_rev_5k_ave_25-100k
1984-01-01T00:00:00Z,1.76,vess_2018_WC_rev_5k_ave_25-100k
1985-01-01T00:00:00Z,1.69,vess_2018_WC_rev_5k_ave_25-100k
1986-01-01T00:00:00Z,1.68,vess_2018_WC_rev_5k_ave_25-100k
1987-01-01T00:00:00Z,1.71,vess_2018_WC_rev_5k_ave_25-100k
1988-01-01T00:00:00Z,1.72,vess_2018_WC_rev_5k_ave_25-100k
1989-01-01T00:00:00Z,1.69,vess_2018_WC_rev_5k_ave_25-100k
1990-01-01T00:00:00Z,1.67,vess_2018_WC_rev_5k_ave_25-100k
1991-01-01T00:00:00Z,1.69,vess_2018_WC_rev_5k_ave_25-100k
1992-01-01T00:00:00Z,1.65,vess_2018_WC_rev_5k_ave_25-100k
1993-01-01T00:00:00Z,1.67,vess_2018_WC_rev_5k_ave_25-100k
1994-01-01T00:00:00Z,1.64,vess_2018_WC_rev_5k_ave_25-100k
1995-01-01T00:00:00Z,1.61,vess_2018_WC_rev_5k_ave_25-100k
1996-01-01T00:00:00Z,1.61,vess_2018_WC_rev_5k_ave_25-100k
1997-01-01T00:00:00Z,1.7,vess_2018_WC_rev_5k_ave_25-100k
1998-01-01T00:00:00Z,1.63,vess_2018_WC_rev_5k_ave_25-100k
1999-01-01T00:00:00Z,1.6,vess_2018_WC_rev_5k_ave_25-100k
2000-01-01T00:00:00Z,1.62,vess_2018_WC_rev_5k_ave_25-100k
2001-01-01T00:00:00Z,1.64,vess_2018_WC_rev_5k_ave_25-100k
2002-01-01T00:00:00Z,1.56,vess_2018_WC_rev_5k_ave_25-100k
2003-01-01T00:00:00Z,1.56,vess_2018_WC_rev_5k_ave_25-100k
2004-01-01T00:00:00Z,1.53,vess_2018_WC_rev_5k_ave_25-100k
2005-01-01T00:00:00Z,1.53,vess_2018_WC_rev_5k_ave_25-100k
2006-01-01T00:00:00Z,1.52,vess_2018_WC_rev_5k_ave_25-100k
2007-01-01T00:00:00Z,1.58,vess_2018_WC_rev_5k_ave_25-100k
2008-01-01T00:00:00Z,1.41,vess_2018_WC_rev_5k_ave_25-100k
2009-01-01T00:00:00Z,1.41,vess_2018_WC_rev_5k_ave_25-100k
2010-01-01T00:00:00Z,1.48,vess_2018_WC_rev_5k_ave_25-100k
2011-01-01T00:00:00Z,1.5,vess_2018_WC_rev_5k_ave_25-100k
2012-01-01T00:00:00Z,1.52,vess_2018_WC_rev_5k_ave_25-100k
2013-01-01T00:00:00Z,1.45,vess_2018_WC_rev_5k_ave_25-100k
2014-01-01T00:00:00Z,1.46,vess_2018_WC_rev_5k_ave_25-100k
2015-01-01T00:00:00Z,1.49,vess_2018_WC_rev_5k_ave_25-100k
2016-01-01T00:00:00Z,1.41,vess_2018_WC_rev_5k_ave_25-100k
2017-01-01T00:00:00Z,1.4,vess_2018_WC_rev_5k_ave_25-100k
2018-01-01T00:00:00Z,1.4,vess_2018_WC_rev_5k_ave_25-100k
1981-01-01T00:00:00Z,2.09,vess_2018_WC_rev_5k_ave_100k
1982-01-01T00:00:00Z,2.09,vess_2018_WC_rev_5k_ave_100k
1983-01-01T00:00:00Z,1.99,vess_2018_WC_rev_5k_ave_100k
1984-01-01T00:00:00Z,2.1,vess_2018_WC_rev_5k_ave_100k
1985-01-01T00:00:00Z,2.15,vess_2018_WC_rev_5k_ave_100k
1986-01-01T00:00:00Z,2.22,vess_2018_WC_rev_5k_ave_100k
1987-01-01T00:00:00Z,2.41,vess_2018_WC_rev_5k_ave_100k
1988-01-01T00:00:00Z,2.4,vess_2018_WC_rev_5k_ave_100k
1989-01-01T00:00:00Z,2.02,vess_2018_WC_rev_5k_ave_100k
1990-01-01T00:00:00Z,2.26,vess_2018_WC_rev_5k_ave_100k
1991-01-01T00:00:00Z,2.32,vess_2018_WC_rev_5k_ave_100k
1992-01-01T00:00:00Z,2.43,vess_2018_WC_rev_5k_ave_100k
1993-01-01T00:00:00Z,2.43,vess_2018_WC_rev_5k_ave_100k
1994-01-01T00:00:00Z,2.45,vess_2018_WC_rev_5k_ave_100k
1995-01-01T00:00:00Z,2.29,vess_2018_WC_rev_5k_ave_100k
1996-01-01T00:00:00Z,2.25,vess_2018_WC_rev_5k_ave_100k
1997-01-01T00:00:00Z,2.33,vess_2018_WC_rev_5k_ave_100k
1998-01-01T00:00:00Z,2.29,vess_2018_WC_rev_5k_ave_100k
1999-01-01T00:00:00Z,2.16,vess_2018_WC_rev_5k_ave_100k
2000-01-01T00:00:00Z,2.18,vess_2018_WC_rev_5k_ave_100k
2001-01-01T00:00:00Z,2.27,vess_2018_WC_rev_5k_ave_100k
2002-01-01T00:00:00Z,2.14,vess_2018_WC_rev_5k_ave_100k
2003-01-01T00:00:00Z,2.09,vess_2018_WC_rev_5k_ave_100k
2004-01-01T00:00:00Z,2.13,vess_2018_WC_rev_5k_ave_100k
2005-01-01T00:00:00Z,2.07,vess_2018_WC_rev_5k_ave_100k
2006-01-01T00:00:00Z,1.98,vess_2018_WC_rev_5k_ave_100k
2007-01-01T00:00:00Z,2.06,vess_2018_WC_rev_5k_ave_100k
2008-01-01T00:00:00Z,1.96,vess_2018_WC_rev_5k_ave_100k
2009-01-01T00:00:00Z,2.06,vess_2018_WC_rev_5k_ave_100k
2010-01-01T00:00:00Z,1.97,vess_2018_WC_rev_5k_ave_100k
2011-01-01T00:00:00Z,1.92,vess_2018_WC_rev_5k_ave_100k
2012-01-01T00:00:00Z,1.94,vess_2018_WC_rev_5k_ave_100k
2013-01-01T00:00:00Z,1.85,vess_2018_WC_rev_5k_ave_100k
2014-01-01T00:00:00Z,1.92,vess_2018_WC_rev_5k_ave_100k
2015-01-01T00:00:00Z,1.93,vess_2018_WC_rev_5k_ave_100k
2016-01-01T00:00:00Z,1.82,vess_2018_WC_rev_5k_ave_100k
2017-01-01T00:00:00Z,1.8,vess_2018_WC_rev_5k_ave_100k
2018-01-01T00:00:00Z,1.79,vess_2018_WC_rev_5k_ave_100k
1981-01-01T00:00:00Z,1.57,vess_2018_WC_rev_5k_len_41
1982-01-01T00:00:00Z,1.5,vess_2018_WC_rev_5k_len_41
1983-01-01T00:00:00Z,1.59,vess_2018_WC_rev_5k_len_41
1984-01-01T00:00:00Z,1.63,vess_2018_WC_rev_5k_len_41
1985-01-01T00:00:00Z,1.56,vess_2018_WC_rev_5k_len_41
1986-01-01T00:00:00Z,1.55,vess_2018_WC_rev_5k_len_41
1987-01-01T00:00:00Z,1.57,vess_2018_WC_rev_5k_len_41
1988-01-01T00:00:00Z,1.53,vess_2018_WC_rev_5k_len_41
1989-01-01T00:00:00Z,1.51,vess_2018_WC_rev_5k_len_41
1990-01-01T00:00:00Z,1.5,vess_2018_WC_rev_5k_len_41
1991-01-01T00:00:00Z,1.5,vess_2018_WC_rev_5k_len_41
1992-01-01T00:00:00Z,1.49,vess_2018_WC_rev_5k_len_41
1993-01-01T00:00:00Z,1.53,vess_2018_WC_rev_5k_len_41
1994-01-01T00:00:00Z,1.5,vess_2018_WC_rev_5k_len_41
1995-01-01T00:00:00Z,1.47,vess_2018_WC_rev_5k_len_41
1996-01-01T00:00:00Z,1.5,vess_2018_WC_rev_5k_len_41
1997-01-01T00:00:00Z,1.56,vess_2018_WC_rev_5k_len_41
1998-01-01T00:00:00Z,1.56,vess_2018_WC_rev_5k_len_41
1999-01-01T00:00:00Z,1.54,vess_2018_WC_rev_5k_len_41
2000-01-01T00:00:00Z,1.53,vess_2018_WC_rev_5k_len_41
2001-01-01T00:00:00Z,1.53,vess_2018_WC_rev_5k_len_41
2002-01-01T00:00:00Z,1.48,vess_2018_WC_rev_5k_len_41
2003-01-01T00:00:00Z,1.47,vess_2018_WC_rev_5k_len_41
2004-01-01T00:00:00Z,1.44,vess_2018_WC_rev_5k_len_41
2005-01-01T00:00:00Z,1.46,vess_2018_WC_rev_5k_len_41
2006-01-01T00:00:00Z,1.45,vess_2018_WC_rev_5k_len_41
2007-01-01T00:00:00Z,1.47,vess_2018_WC_rev_5k_len_41
2008-01-01T00:00:00Z,1.39,vess_2018_WC_rev_5k_len_41
2009-01-01T00:00:00Z,1.37,vess_2018_WC_rev_5k_len_41
2010-01-01T00:00:00Z,1.38,vess_2018_WC_rev_5k_len_41
2011-01-01T00:00:00Z,1.4,vess_2018_WC_rev_5k_len_41
2012-01-01T00:00:00Z,1.44,vess_2018_WC_rev_5k_len_41
2013-01-01T00:00:00Z,1.39,vess_2018_WC_rev_5k_len_41
2014-01-01T00:00:00Z,1.38,vess_2018_WC_rev_5k_len_41
2015-01-01T00:00:00Z,1.45,vess_2018_WC_rev_5k_len_41
2016-01-01T00:00:00Z,1.37,vess_2018_WC_rev_5k_len_41
2017-01-01T00:00:00Z,1.37,vess_2018_WC_rev_5k_len_41
2018-01-01T00:00:00Z,1.39,vess_2018_WC_rev_5k_len_41
1981-01-01T00:00:00Z,2.03,vess_2018_WC_rev_5k_len_41-80
1982-01-01T00:00:00Z,2.0,vess_2018_WC_rev_5k_len_41-80
1983-01-01T00:00:00Z,1.98,vess_2018_WC_rev_5k_len_41-80
1984-01-01T00:00:00Z,2.05,vess_2018_WC_rev_5k_len_41-80
1985-01-01T00:00:00Z,2.07,vess_2018_WC_rev_5k_len_41-80
1986-01-01T00:00:00Z,2.13,vess_2018_WC_rev_5k_len_41-80
1987-01-01T00:00:00Z,2.31,vess_2018_WC_rev_5k_len_41-80
1988-01-01T00:00:00Z,2.31,vess_2018_WC_rev_5k_len_41-80
1989-01-01T00:00:00Z,2.01,vess_2018_WC_rev_5k_len_41-80
1990-01-01T00:00:00Z,2.21,vess_2018_WC_rev_5k_len_41-80
1991-01-01T00:00:00Z,2.27,vess_2018_WC_rev_5k_len_41-80
1992-01-01T00:00:00Z,2.35,vess_2018_WC_rev_5k_len_41-80
1993-01-01T00:00:00Z,2.33,vess_2018_WC_rev_5k_len_41-80
1994-01-01T00:00:00Z,2.36,vess_2018_WC_rev_5k_len_41-80
1995-01-01T00:00:00Z,2.2,vess_2018_WC_rev_5k_len_41-80
1996-01-01T00:00:00Z,2.15,vess_2018_WC_rev_5k_len_41-80
1997-01-01T00:00:00Z,2.29,vess_2018_WC_rev_5k_len_41-80
1998-01-01T00:00:00Z,2.19,vess_2018_WC_rev_5k_len_41-80
1999-01-01T00:00:00Z,2.09,vess_2018_WC_rev_5k_len_41-80
2000-01-01T00:00:00Z,2.12,vess_2018_WC_rev_5k_len_41-80
2001-01-01T00:00:00Z,2.2,vess_2018_WC_rev_5k_len_41-80
2002-01-01T00:00:00Z,2.07,vess_2018_WC_rev_5k_len_41-80
2003-01-01T00:00:00Z,2.02,vess_2018_WC_rev_5k_len_41-80
2004-01-01T00:00:00Z,2.07,vess_2018_WC_rev_5k_len_41-80
2005-01-01T00:00:00Z,1.99,vess_2018_WC_rev_5k_len_41-80
2006-01-01T00:00:00Z,1.94,vess_2018_WC_rev_5k_len_41-80
2007-01-01T00:00:00Z,2.03,vess_2018_WC_rev_5k_len_41-80
2008-01-01T00:00:00Z,1.89,vess_2018_WC_rev_5k_len_41-80
2009-01-01T00:00:00Z,1.98,vess_2018_WC_rev_5k_len_41-80
2010-01-01T00:00:00Z,1.94,vess_2018_WC_rev_5k_len_41-80
2011-01-01T00:00:00Z,1.9,vess_2018_WC_rev_5k_len_41-80
2012-01-01T00:00:00Z,1.92,vess_2018_WC_rev_5k_len_41-80
2013-01-01T00:00:00Z,1.81,vess_2018_WC_rev_5k_len_41-80
2014-01-01T00:00:00Z,1.92,vess_2018_WC_rev_5k_len_41-80
2015-01-01T00:00:00Z,1.92,vess_2018_WC_rev_5k_len_41-80
2016-01-01T00:00:00Z,1.8,vess_2018_WC_rev_5k_len_41-80
2017-01-01T00:00:00Z,1.76,vess_2018_WC_rev_5k_len_41-80
2018-01-01T00:00:00Z,1.73,vess_2018_WC_rev_5k_len_41-80
1981-01-01T00:00:00Z,2.04,vess_2018_WC_rev_5k_len_81-125
1982-01-01T00:00:00Z,2.18,vess_2018_WC_rev_5k_len_81-125
1983-01-01T00:00:00Z,1.54,vess_2018_WC_rev_5k_len_81-125
1984-01-01T00:00:00Z,2.04,vess_2018_WC_rev_5k_len_81-125
1985-01-01T00:00:00Z,2.26,vess_2018_WC_rev_5k_len_81-125
1986-01-01T00:00:00Z,2.64,vess_2018_WC_rev_5k_len_81-125
1987-01-01T00:00:00Z,2.69,vess_2018_WC_rev_5k_len_81-125
1988-01-01T00:00:00Z,2.84,vess_2018_WC_rev_5k_len_81-125
1989-01-01T00:00:00Z,3.27,vess_2018_WC_rev_5k_len_81-125
1990-01-01T00:00:00Z,2.67,vess_2018_WC_rev_5k_len_81-125
1991-01-01T00:00:00Z,3.09,vess_2018_WC_rev_5k_len_81-125
1992-01-01T00:00:00Z,2.9,vess_2018_WC_rev_5k_len_81-125
1993-01-01T00:00:00Z,3.21,vess_2018_WC_rev_5k_len_81-125
1994-01-01T00:00:00Z,3.08,vess_2018_WC_rev_5k_len_81-125
1995-01-01T00:00:00Z,2.99,vess_2018_WC_rev_5k_len_81-125
1996-01-01T00:00:00Z,3.15,vess_2018_WC_rev_5k_len_81-125
1997-01-01T00:00:00Z,2.92,vess_2018_WC_rev_5k_len_81-125
1998-01-01T00:00:00Z,2.84,vess_2018_WC_rev_5k_len_81-125
1999-01-01T00:00:00Z,2.8,vess_2018_WC_rev_5k_len_81-125
2000-01-01T00:00:00Z,2.78,vess_2018_WC_rev_5k_len_81-125
2001-01-01T00:00:00Z,2.93,vess_2018_WC_rev_5k_len_81-125
2002-01-01T00:00:00Z,2.65,vess_2018_WC_rev_5k_len_81-125
2003-01-01T00:00:00Z,2.81,vess_2018_WC_rev_5k_len_81-125
2004-01-01T00:00:00Z,2.69,vess_2018_WC_rev_5k_len_81-125
2005-01-01T00:00:00Z,2.65,vess_2018_WC_rev_5k_len_81-125
2006-01-01T00:00:00Z,2.6,vess_2018_WC_rev_5k_len_81-125
2007-01-01T00:00:00Z,2.65,vess_2018_WC_rev_5k_len_81-125
2008-01-01T00:00:00Z,2.53,vess_2018_WC_rev_5k_len_81-125
2009-01-01T00:00:00Z,2.65,vess_2018_WC_rev_5k_len_81-125
2010-01-01T00:00:00Z,2.5,vess_2018_WC_rev_5k_len_81-125
2011-01-01T00:00:00Z,2.32,vess_2018_WC_rev_5k_len_81-125
2012-01-01T00:00:00Z,2.13,vess_2018_WC_rev_5k_len_81-125
2013-01-01T00:00:00Z,2.0,vess_2018_WC_rev_5k_len_81-125
2014-01-01T00:00:00Z,2.08,vess_2018_WC_rev_5k_len_81-125
2015-01-01T00:00:00Z,2.04,vess_2018_WC_rev_5k_len_81-125
2016-01-01T00:00:00Z,2.11,vess_2018_WC_rev_5k_len_81-125
2017-01-01T00:00:00Z,2.02,vess_2018_WC_rev_5k_len_81-125
2018-01-01T00:00:00Z,2.05,vess_2018_WC_rev_5k_len_81-125
1981-01-01T00:00:00Z,2.61,Port of Bellingham
1982-01-01T00:00:00Z,2.54,Port of Bellingham
1983-01-01T00:00:00Z,4.71,Port of Bellingham
1984-01-01T00:00:00Z,3.85,Port of Bellingham
1985-01-01T00:00:00Z,3.13,Port of Bellingham
1986-01-01T00:00:00Z,3.16,Port of Bellingham
1987-01-01T00:00:00Z,4.15,Port of Bellingham
1988-01-01T00:00:00Z,4.22,Port of Bellingham
1989-01-01T00:00:00Z,3.57,Port of Bellingham
1990-01-01T00:00:00Z,3.68,Port of Bellingham
1991-01-01T00:00:00Z,4.78,Port of Bellingham
1992-01-01T00:00:00Z,5.14,Port of Bellingham
1993-01-01T00:00:00Z,4.85,Port of Bellingham
1994-01-01T00:00:00Z,4.76,Port of Bellingham
1995-01-01T00:00:00Z,6.51,Port of Bellingham
1996-01-01T00:00:00Z,6.09,Port of Bellingham
1997-01-01T00:00:00Z,5.8,Port of Bellingham
1998-01-01T00:00:00Z,5.83,Port of Bellingham
1999-01-01T00:00:00Z,5.32,Port of Bellingham
2000-01-01T00:00:00Z,5.97,Port of Bellingham
2001-01-01T00:00:00Z,5.98,Port of Bellingham
2002-01-01T00:00:00Z,6.57,Port of Bellingham
2003-01-01T00:00:00Z,6.74,Port of Bellingham
2004-01-01T00:00:00Z,7.29,Port of Bellingham
2005-01-01T00:00:00Z,7.56,Port of Bellingham
2006-01-01T00:00:00Z,6.02,Port of Bellingham
2007-01-01T00:00:00Z,5.48,Port of Bellingham
2008-01-01T00:00:00Z,5.86,Port of Bellingham
2009-01-01T00:00:00Z,5.98,Port of Bellingham
2010-01-01T00:00:00Z,4.69,Port of Bellingham
2011-01-01T00:00:00Z,5.38,Port of Bellingham
2012-01-01T00:00:00Z,6.4,Port of Bellingham
2013-01-01T00:00:00Z,5.06,Port of Bellingham
2014-01-01T00:00:00Z,5.9,Port of Bellingham
2015-01-01T00:00:00Z,5.95,Port of Bellingham
2016-01-01T00:00:00Z,6.56,Port of Bellingham
2017-01-01T00:00:00Z,5.96,Port of Bellingham
2018-01-01T00:00:00Z,4.99,Port of Bellingham
1981-01-01T00:00:00Z,4.07,Port of Seattle
1982-01-01T00:00:00Z,4.05,Port of Seattle
1983-01-01T00:00:00Z,5.14,Port of Seattle
1984-01-01T00:00:00Z,4.5,Port of Seattle
1985-01-01T00:00:00Z,4.98,Port of Seattle
1986-01-01T00:00:00Z,4.31,Port of Seattle
1987-01-01T00:00:00Z,3.8,Port of Seattle
1988-01-01T00:00:00Z,4.06,Port of Seattle
1989-01-01T00:00:00Z,4.56,Port of Seattle
1990-01-01T00:00:00Z,5.89,Port of Seattle
1991-01-01T00:00:00Z,7.65,Port of Seattle
1992-01-01T00:00:00Z,7.34,Port of Seattle
1993-01-01T00:00:00Z,9.44,Port of Seattle
1994-01-01T00:00:00Z,9.2,Port of Seattle
1995-01-01T00:00:00Z,7.45,Port of Seattle
1996-01-01T00:00:00Z,6.86,Port of Seattle
1997-01-01T00:00:00Z,6.12,Port of Seattle
1998-01-01T00:00:00Z,6.59,Port of Seattle
1999-01-01T00:00:00Z,5.99,Port of Seattle
2000-01-01T00:00:00Z,6.11,Port of Seattle
2001-01-01T00:00:00Z,4.96,Port of Seattle
2002-01-01T00:00:00Z,4.43,Port of Seattle
2003-01-01T00:00:00Z,4.17,Port of Seattle
2004-01-01T00:00:00Z,2.78,Port of Seattle
2005-01-01T00:00:00Z,3.84,Port of Seattle
2006-01-01T00:00:00Z,3.47,Port of Seattle
2007-01-01T00:00:00Z,3.67,Port of Seattle
2008-01-01T00:00:00Z,2.58,Port of Seattle
2009-01-01T00:00:00Z,2.08,Port of Seattle
2010-01-01T00:00:00Z,2.51,Port of Seattle
2011-01-01T00:00:00Z,2.4,Port of Seattle
2012-01-01T00:00:00Z,2.14,Port of Seattle
2013-01-01T00:00:00Z,2.71,Port of Seattle
2014-01-01T00:00:00Z,2.34,Port of Seattle
2015-01-01T00:00:00Z,2.78,Port of Seattle
2016-01-01T00:00:00Z,2.51,Port of Seattle
2017-01-01T00:00:00Z,2.6,Port of Seattle
2018-01-01T00:00:00Z,3.31,Port of Seattle
1981-01-01T00:00:00Z,5.29,Port of Westport
1982-01-01T00:00:00Z,4.42,Port of Westport
1983-01-01T00:00:00Z,4.55,Port of Westport
1984-01-01T00:00:00Z,4.22,Port of Westport
1985-01-01T00:00:00Z,5.1,Port of Westport
1986-01-01T00:00:00Z,4.47,Port of Westport
1987-01-01T00:00:00Z,5.21,Port of Westport
1988-01-01T00:00:00Z,4.38,Port of Westport
1989-01-01T00:00:00Z,3.89,Port of Westport
1990-01-01T00:00:00Z,4.31,Port of Westport
1991-01-01T00:00:00Z,4.84,Port of Westport
1992-01-01T00:00:00Z,4.52,Port of Westport
1993-01-01T00:00:00Z,3.87,Port of Westport
1994-01-01T00:00:00Z,4.02,Port of Westport
1995-01-01T00:00:00Z,3.78,Port of Westport
1996-01-01T00:00:00Z,3.71,Port of Westport
1997-01-01T00:00:00Z,4.16,Port of Westport
1998-01-01T00:00:00Z,3.63,Port of Westport
