time,SWE_anomaly,Seup,Selo,location
1992-01-01T00:00:00Z,-1.0573453,-0.6160659,-1.4994261,Salish Sea & WA Coast
1993-01-01T00:00:00Z,-0.7477587,-0.30670223,-1.1896441,Salish Sea & WA Coast
1994-01-01T00:00:00Z,-0.34551048,0.08463181,-0.77512515,Salish Sea & WA Coast
1995-01-01T00:00:00Z,8.786245E-4,0.4152731,-0.41135505,Salish Sea & WA Coast
1996-01-01T00:00:00Z,-0.8936177,-0.54958194,-1.2369878,Salish Sea & WA Coast
1997-01-01T00:00:00Z,1.3812875,1.733255,1.0291752,Salish Sea & WA Coast
1998-01-01T00:00:00Z,-0.100254424,0.24297652,-0.44321215,Salish Sea & WA Coast
1999-01-01T00:00:00Z,1.8576702,2.1822503,1.5307764,Salish Sea & WA Coast
2000-01-01T00:00:00Z,0.3131087,0.591232,0.03577328,Salish Sea & WA Coast
2001-01-01T00:00:00Z,-0.9713079,-0.6941662,-1.2503382,Salish Sea & WA Coast
2002-01-01T00:00:00Z,0.818612,1.0890667,0.54867715,Salish Sea & WA Coast
2003-01-01T00:00:00Z,-0.638799,-0.37398458,-0.90404016,Salish Sea & WA Coast
2004-01-01T00:00:00Z,-0.29236737,-0.027404701,-0.557161,Salish Sea & WA Coast
2005-01-01T00:00:00Z,-1.6259122,-1.3613172,-1.8934194,Salish Sea & WA Coast
2006-01-01T00:00:00Z,0.28164956,0.547115,0.01685236,Salish Sea & WA Coast
2007-01-01T00:00:00Z,0.12011359,0.38296986,-0.14171368,Salish Sea & WA Coast
2008-01-01T00:00:00Z,1.2065269,1.4682888,0.94342923,Salish Sea & WA Coast
2009-01-01T00:00:00Z,0.1200503,0.37367254,-0.13499025,Salish Sea & WA Coast
2010-01-01T00:00:00Z,-0.53453314,-0.2823564,-0.7889371,Salish Sea & WA Coast
2011-01-01T00:00:00Z,0.58179945,0.8346721,0.32617843,Salish Sea & WA Coast
2012-01-01T00:00:00Z,1.1482637,1.3997173,0.89598614,Salish Sea & WA Coast
2013-01-01T00:00:00Z,0.33411446,0.58541596,0.081406064,Salish Sea & WA Coast
2014-01-01T00:00:00Z,0.020726305,0.27600825,-0.23229048,Salish Sea & WA Coast
2015-01-01T00:00:00Z,-1.9732322,-1.7219628,-2.2264915,Salish Sea & WA Coast
2016-01-01T00:00:00Z,-0.04369955,0.2077439,-0.29625177,Salish Sea & WA Coast
2017-01-01T00:00:00Z,0.20600826,0.45810488,-0.04565956,Salish Sea & WA Coast
2018-01-01T00:00:00Z,0.26520282,0.5188731,0.012701585,Salish Sea & WA Coast
2019-01-01T00:00:00Z,-0.71490204,-0.46315637,-0.9668911,Salish Sea & WA Coast
2020-01-01T00:00:00Z,0.31567073,0.5716611,0.06379215,Salish Sea & WA Coast
