time,encounter_rate,species_cohort
2009-01-01T00:00:00Z,11.297,Brandts cormorant encounter rate (Ce/So CC) North
2010-01-01T00:00:00Z,1.273,Brandts cormorant encounter rate (Ce/So CC) North
2011-01-01T00:00:00Z,4.558,Brandts cormorant encounter rate (Ce/So CC) North
2012-01-01T00:00:00Z,1.631,Brandts cormorant encounter rate (Ce/So CC) North
2013-01-01T00:00:00Z,0.561,Brandts cormorant encounter rate (Ce/So CC) North
2014-01-01T00:00:00Z,3.462,Brandts cormorant encounter rate (Ce/So CC) North
2015-01-01T00:00:00Z,5.252,Brandts cormorant encounter rate (Ce/So CC) North
2016-01-01T00:00:00Z,3.487,Brandts cormorant encounter rate (Ce/So CC) North
2017-01-01T00:00:00Z,1.236,Brandts cormorant encounter rate (Ce/So CC) North
2018-01-01T00:00:00Z,1.359,Brandts cormorant encounter rate (Ce/So CC) North
1997-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
1998-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
1999-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2000-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2001-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2002-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2003-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2004-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2005-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2006-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2007-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2008-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2009-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2010-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2011-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2012-01-01T00:00:00Z,NA,Cassins auklet encounter rate (Ce/So CC) South
2013-01-01T00:00:00Z,0,Cassins auklet encounter rate (Ce/So CC) South
2014-01-01T00:00:00Z,0.059,Cassins auklet encounter rate (Ce/So CC) South
2015-01-01T00:00:00Z,0.055,Cassins auklet encounter rate (Ce/So CC) South
2016-01-01T00:00:00Z,0,Cassins auklet encounter rate (Ce/So CC) South
2017-01-01T00:00:00Z,0,Cassins auklet encounter rate (Ce/So CC) South
1997-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
1998-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
1999-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2000-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2001-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2002-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2003-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2004-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2005-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2006-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2007-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2008-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2009-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2010-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2011-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2012-01-01T00:00:00Z,NA,Common murre encounter rate(Ce/So CC) South
2013-01-01T00:00:00Z,0,Common murre encounter rate(Ce/So CC) South
2014-01-01T00:00:00Z,0.447,Common murre encounter rate(Ce/So CC) South
2015-01-01T00:00:00Z,0.984,Common murre encounter rate(Ce/So CC) South
2016-01-01T00:00:00Z,0.193,Common murre encounter rate(Ce/So CC) South
2017-01-01T00:00:00Z,0.162,Common murre encounter rate(Ce/So CC) South
1997-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
1998-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
1999-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2000-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2001-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2002-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2003-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2004-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2005-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2006-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2007-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2008-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2009-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2010-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2011-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2012-01-01T00:00:00Z,NA,Sooty shearwater encounter rate (Ce/So CC) South
2013-01-01T00:00:00Z,1.019,Sooty shearwater encounter rate (Ce/So CC) South
2014-01-01T00:00:00Z,0.263,Sooty shearwater encounter rate (Ce/So CC) South
2015-01-01T00:00:00Z,0.125,Sooty shearwater encounter rate (Ce/So CC) South
2016-01-01T00:00:00Z,0.089,Sooty shearwater encounter rate (Ce/So CC) South
2017-01-01T00:00:00Z,0.455,Sooty shearwater encounter rate (Ce/So CC) South
1997-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
1998-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
1999-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2000-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2001-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2002-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2003-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2004-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2005-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2006-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2007-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2008-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2009-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2010-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2011-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2012-01-01T00:00:00Z,NA,Northern fulmar encounter rate (Ce/So CC) South
2013-01-01T00:00:00Z,0.833,Northern fulmar encounter rate (Ce/So CC) South
2014-01-01T00:00:00Z,0.045,Northern fulmar encounter rate (Ce/So CC) South
2015-01-01T00:00:00Z,0.132,Northern fulmar encounter rate (Ce/So CC) South
2016-01-01T00:00:00Z,0.065,Northern fulmar encounter rate (Ce/So CC) South
2017-01-01T00:00:00Z,0,Northern fulmar encounter rate (Ce/So CC) South
1997-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
1998-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
1999-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2000-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2001-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2002-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2003-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2004-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2005-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2006-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2007-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2008-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2009-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2010-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2011-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2012-01-01T00:00:00Z,NA,Brandts cormorant encounter rate (Ce/So CC) South
2013-01-01T00:00:00Z,1.457,Brandts cormorant encounter rate (Ce/So CC) South
2014-01-01T00:00:00Z,7.219,Brandts cormorant encounter rate (Ce/So CC) South
2015-01-01T00:00:00Z,1.037,Brandts cormorant encounter rate (Ce/So CC) South
2016-01-01T00:00:00Z,1.359,Brandts cormorant encounter rate (Ce/So CC) South
2017-01-01T00:00:00Z,1.507,Brandts cormorant encounter rate (Ce/So CC) South
2001-01-01T00:00:00Z,0.01,Cassins auklet (No CC Oct - Feb)
2002-01-01T00:00:00Z,0.05,Cassins auklet (No CC Oct - Feb)
2003-01-01T00:00:00Z,0.09,Cassins auklet (No CC Oct - Feb)
2004-01-01T00:00:00Z,0.06,Cassins auklet (No CC Oct - Feb)
2005-01-01T00:00:00Z,0.32,Cassins auklet (No CC Oct - Feb)
2006-01-01T00:00:00Z,0.13,Cassins auklet (No CC Oct - Feb)
2007-01-01T00:00:00Z,0.01,Cassins auklet (No CC Oct - Feb)
2008-01-01T00:00:00Z,0.02,Cassins auklet (No CC Oct - Feb)
2009-01-01T00:00:00Z,0,Cassins auklet (No CC Oct - Feb)
2010-01-01T00:00:00Z,0.03,Cassins auklet (No CC Oct - Feb)
2011-01-01T00:00:00Z,0.04,Cassins auklet (No CC Oct - Feb)
2012-01-01T00:00:00Z,0.05,Cassins auklet (No CC Oct - Feb)
2013-01-01T00:00:00Z,0.03,Cassins auklet (No CC Oct - Feb)
2014-01-01T00:00:00Z,6.24,Cassins auklet (No CC Oct - Feb)
2015-01-01T00:00:00Z,0.3,Cassins auklet (No CC Oct - Feb)
2016-01-01T00:00:00Z,0.03,Cassins auklet (No CC Oct - Feb)
2017-01-01T00:00:00Z,0.11,Cassins auklet (No CC Oct - Feb)
2018-01-01T00:00:00Z,0.17,Cassins auklet (No CC Oct - Feb)
2001-01-01T00:00:00Z,0.33,Common murre (No CC Jun - Dec)
2002-01-01T00:00:00Z,0.66,Common murre (No CC Jun - Dec)
2003-01-01T00:00:00Z,1.03,Common murre (No CC Jun - Dec)
2004-01-01T00:00:00Z,1.74,Common murre (No CC Jun - Dec)
2005-01-01T00:00:00Z,1.11,Common murre (No CC Jun - Dec)
2006-01-01T00:00:00Z,0.55,Common murre (No CC Jun - Dec)
2007-01-01T00:00:00Z,1.47,Common murre (No CC Jun - Dec)
2008-01-01T00:00:00Z,0.83,Common murre (No CC Jun - Dec)
2009-01-01T00:00:00Z,1.59,Common murre (No CC Jun - Dec)
2010-01-01T00:00:00Z,0.47,Common murre (No CC Jun - Dec)
2011-01-01T00:00:00Z,1.32,Common murre (No CC Jun - Dec)
2012-01-01T00:00:00Z,1.75,Common murre (No CC Jun - Dec)
2013-01-01T00:00:00Z,1.21,Common murre (No CC Jun - Dec)
2014-01-01T00:00:00Z,1.11,Common murre (No CC Jun - Dec)
2015-01-01T00:00:00Z,2.77,Common murre (No CC Jun - Dec)
2016-01-01T00:00:00Z,0.69,Common murre (No CC Jun - Dec)
2017-01-01T00:00:00Z,1.18,Common murre (No CC Jun - Dec)
2018-01-01T00:00:00Z,0.74,Common murre (No CC Jun - Dec)
2019-01-01T00:00:00Z,1.05,Common murre (No CC Jun - Dec)
2001-01-01T00:00:00Z,0.16,Sooty shearwater (No CC May - Oct)
2002-01-01T00:00:00Z,0.09,Sooty shearwater (No CC May - Oct)
2003-01-01T00:00:00Z,0.05,Sooty shearwater (No CC May - Oct)
2004-01-01T00:00:00Z,0.07,Sooty shearwater (No CC May - Oct)
2005-01-01T00:00:00Z,0.06,Sooty shearwater (No CC May - Oct)
2006-01-01T00:00:00Z,0.06,Sooty shearwater (No CC May - Oct)
2007-01-01T00:00:00Z,0.04,Sooty shearwater (No CC May - Oct)
2008-01-01T00:00:00Z,0.03,Sooty shearwater (No CC May - Oct)
2009-01-01T00:00:00Z,0.08,Sooty shearwater (No CC May - Oct)
2010-01-01T00:00:00Z,0.05,Sooty shearwater (No CC May - Oct)
2011-01-01T00:00:00Z,0.31,Sooty shearwater (No CC May - Oct)
2012-01-01T00:00:00Z,0.34,Sooty shearwater (No CC May - Oct)
2013-01-01T00:00:00Z,0.2,Sooty shearwater (No CC May - Oct)
2014-01-01T00:00:00Z,0.06,Sooty shearwater (No CC May - Oct)
2015-01-01T00:00:00Z,0.09,Sooty shearwater (No CC May - Oct)
2016-01-01T00:00:00Z,0.03,Sooty shearwater (No CC May - Oct)
2017-01-01T00:00:00Z,0.05,Sooty shearwater (No CC May - Oct)
2018-01-01T00:00:00Z,0.03,Sooty shearwater (No CC May - Oct)
2019-01-01T00:00:00Z,0.04,Sooty shearwater (No CC May - Oct)
2001-01-01T00:00:00Z,0.12,Northern fulmar (No CC Oct - Feb)
2002-01-01T00:00:00Z,1.05,Northern fulmar (No CC Oct - Feb)
2003-01-01T00:00:00Z,5.54,Northern fulmar (No CC Oct - Feb)
2004-01-01T00:00:00Z,0.35,Northern fulmar (No CC Oct - Feb)
2005-01-01T00:00:00Z,0.65,Northern fulmar (No CC Oct - Feb)
2006-01-01T00:00:00Z,0.17,Northern fulmar (No CC Oct - Feb)
2007-01-01T00:00:00Z,1.27,Northern fulmar (No CC Oct - Feb)
2008-01-01T00:00:00Z,0.12,Northern fulmar (No CC Oct - Feb)
2009-01-01T00:00:00Z,1.4,Northern fulmar (No CC Oct - Feb)
2010-01-01T00:00:00Z,1.79,Northern fulmar (No CC Oct - Feb)
2011-01-01T00:00:00Z,0.2,Northern fulmar (No CC Oct - Feb)
2012-01-01T00:00:00Z,0.46,Northern fulmar (No CC Oct - Feb)
2013-01-01T00:00:00Z,0.37,Northern fulmar (No CC Oct - Feb)
2014-01-01T00:00:00Z,0.73,Northern fulmar (No CC Oct - Feb)
2015-01-01T00:00:00Z,0.23,Northern fulmar (No CC Oct - Feb)
2016-01-01T00:00:00Z,0.6,Northern fulmar (No CC Oct - Feb)
2017-01-01T00:00:00Z,0.23,Northern fulmar (No CC Oct - Feb)
2018-01-01T00:00:00Z,0.01,Northern fulmar (No CC Oct - Feb)
