time,hci_regn1,hci_regn2,hci_regn3,hci_regn4
1999-07-01T00:00:00Z,0.44191343,0.30075186,0.529476,0.51597446
1999-08-01T00:00:00Z,0.091116175,0.02255639,0.22270742,0.75239617
1999-09-01T00:00:00Z,0.41571754,0.39398497,0.31004366,0.69009584
1999-10-01T00:00:00Z,0.4908884,0.69022554,0.51746726,0.49520767
1999-11-01T00:00:00Z,0.3712984,0.7518797,0.38209608,0.5623003
1999-12-01T00:00:00Z,0.07972665,0.8481203,0.5218341,0.71964854
2000-01-01T00:00:00Z,0.4259681,0.7819549,0.9847162,0.7100639
2000-02-01T00:00:00Z,0.5626424,0.56390977,0.29912663,0.50399363
2000-03-01T00:00:00Z,0.6173121,0.5172932,0.72707427,0.5726837
2000-04-01T00:00:00Z,0.16970387,0.2887218,0.12882096,0.44408944
2000-05-01T00:00:00Z,0.6059226,0.015037594,0.15283842,0.46565494
2000-06-01T00:00:00Z,0.6788155,0.24210526,0.19432314,0.38019168
2000-07-01T00:00:00Z,0.4328018,0.37142858,0.3187773,0.4201278
2000-08-01T00:00:00Z,0.22209567,0.29172933,0.5065502,0.45527157
2000-09-01T00:00:00Z,0.25398633,0.2932331,0.18231441,0.4345048
2000-10-01T00:00:00Z,0.3667426,0.4451128,0.39847162,0.442492
2000-11-01T00:00:00Z,0.7471526,0.8451128,0.73253274,0.7899361
2000-12-01T00:00:00Z,0.6822323,0.48721805,0.33733624,0.6525559
2001-01-01T00:00:00Z,0.6788155,0.56842107,0.90938866,0.6789137
2001-02-01T00:00:00Z,0.7255125,1.0,0.97598255,0.78833866
2001-03-01T00:00:00Z,0.667426,0.9609023,0.67030567,0.5686901
2001-04-01T00:00:00Z,0.9362187,1.0,0.7194323,0.6629393
2001-05-01T00:00:00Z,1.0,0.76390976,0.5818777,0.41533548
2001-06-01T00:00:00Z,0.5637813,0.48421052,0.3657205,0.37779552
2001-07-01T00:00:00Z,0.56833714,0.5368421,0.3209607,0.44408944
2001-08-01T00:00:00Z,0.27220955,0.41654137,0.41812226,0.5758786
2001-09-01T00:00:00Z,0.41116172,0.50075185,0.3242358,0.62460065
2001-10-01T00:00:00Z,0.5580866,0.55488724,0.55786026,0.51038337
2001-11-01T00:00:00Z,0.7448747,0.5819549,0.4279476,0.51677316
2001-12-01T00:00:00Z,0.65945333,0.9443609,0.78930134,0.7436102
2002-01-01T00:00:00Z,0.5136674,0.83157897,0.9956332,0.6773163
2002-02-01T00:00:00Z,0.8735763,1.0,0.9213974,0.6645367
2002-03-01T00:00:00Z,1.0,0.9548872,0.7139738,0.6661342
2002-04-01T00:00:00Z,0.95102507,0.97894734,0.5021834,0.5910543
2002-05-01T00:00:00Z,1.0,1.0,0.8569869,0.6996805
2002-06-01T00:00:00Z,0.5740319,0.46466166,0.5676856,0.5439297
2002-07-01T00:00:00Z,0.27448747,0.24511278,0.30021834,0.6421725
2002-08-01T00:00:00Z,0.50683373,0.6887218,0.58078605,0.686901
2002-09-01T00:00:00Z,0.41230068,0.437594,0.53165936,0.5503195
2002-10-01T00:00:00Z,0.64464694,0.8842105,0.680131,0.6086262
2002-11-01T00:00:00Z,0.37927106,0.46766916,0.62445414,0.5766773
2002-12-01T00:00:00Z,0.0,0.0,0.044759825,0.44169328
2003-01-01T00:00:00Z,0.0034168565,0.0030075188,0.01419214,0.33067092
2003-02-01T00:00:00Z,0.048974942,0.040601503,0.01091703,0.35623002
2003-03-01T00:00:00Z,0.082004555,0.036090225,0.29257643,0.48402557
2003-04-01T00:00:00Z,0.21867882,0.24812031,0.07314411,0.5694888
2003-05-01T00:00:00Z,0.40546697,0.14135338,0.33187774,0.6365815
2003-06-01T00:00:00Z,0.30068338,0.43157893,0.30131003,0.6733227
2003-07-01T00:00:00Z,0.32004556,0.2511278,0.30021834,0.428115
2003-08-01T00:00:00Z,0.20273349,0.07819549,0.08951965,0.44329074
2003-09-01T00:00:00Z,0.3553531,0.26766917,0.115720525,0.4960064
2003-10-01T00:00:00Z,0.14464693,0.13834587,0.58515286,0.46485624
2003-11-01T00:00:00Z,0.19817768,0.46466166,0.48908296,0.5351438
2003-12-01T00:00:00Z,0.09339408,0.55789477,0.26528385,0.5503195
2004-01-01T00:00:00Z,0.48405465,0.6150376,0.7117904,0.6453674
2004-02-01T00:00:00Z,0.3405467,0.6511278,0.4683406,0.6445687
2004-03-01T00:00:00Z,0.37471527,0.06466165,0.39847162,0.4752396
2004-04-01T00:00:00Z,0.0011389522,0.09022556,0.14519651,0.4241214
2004-05-01T00:00:00Z,0.023917995,0.028571429,0.13864629,0.44089457
2004-06-01T00:00:00Z,0.075170845,0.16390978,0.26637554,0.48402557
2004-07-01T00:00:00Z,0.16400911,0.15639098,0.2172489,0.442492
2004-08-01T00:00:00Z,0.08883827,0.11729323,0.25436682,0.47923324
2004-09-01T00:00:00Z,0.050113894,0.20300752,0.24563318,0.39456868
2004-10-01T00:00:00Z,0.08883827,0.16992481,0.33842796,0.44808307
2004-11-01T00:00:00Z,0.41343963,0.756391,0.4312227,0.48801917
2004-12-01T00:00:00Z,0.27107063,0.8917293,0.4945415,0.49361023
2005-01-01T00:00:00Z,0.46127564,0.81954885,0.50982535,0.4672524
2005-02-01T00:00:00Z,0.39749432,0.30977443,0.14410481,0.3618211
2005-03-01T00:00:00Z,0.041002277,0.0,0.063318774,0.30990416
2005-04-01T00:00:00Z,0.16514806,0.075187966,0.09606987,0.4784345
2005-05-01T00:00:00Z,0.07630979,0.0,0.0,0.38099042
2005-06-01T00:00:00Z,0.033029612,0.15338346,0.24017467,0.5135783
2005-07-01T00:00:00Z,0.17312072,0.20451128,0.3548035,0.58146966
2005-08-01T00:00:00Z,0.52277905,0.75338346,0.62445414,0.48482427
2005-09-01T00:00:00Z,0.39749432,0.6917293,0.55021834,0.54552716
2005-10-01T00:00:00Z,0.2642369,0.6421053,0.66593885,0.5623003
2005-11-01T00:00:00Z,0.14920273,0.8210526,0.33624455,0.5726837
2005-12-01T00:00:00Z,0.261959,0.637594,0.18340611,0.663738
2006-01-01T00:00:00Z,0.04669704,0.15789473,0.14847161,0.72603834
2006-02-01T00:00:00Z,0.44419134,0.37293234,0.15829694,0.53913736
2006-03-01T00:00:00Z,0.6025057,0.4406015,0.69868994,0.8059105
2006-04-01T00:00:00Z,0.2665148,0.5954887,0.11353712,0.49041533
2006-05-01T00:00:00Z,0.56833714,0.46917292,0.31441048,0.45926517
2006-06-01T00:00:00Z,0.20615034,0.17142858,0.13864629,0.4241214
2006-07-01T00:00:00Z,0.4191344,0.2857143,0.20196506,0.40894568
2006-08-01T00:00:00Z,0.5751708,0.7067669,0.41812226,0.38897765
2006-09-01T00:00:00Z,0.6002278,0.6180451,0.68886465,0.49840257
2006-10-01T00:00:00Z,0.53416854,0.6526316,0.44323143,0.5071885
2006-11-01T00:00:00Z,0.7357631,0.7007519,0.24672489,0.4201278
2006-12-01T00:00:00Z,0.6378132,0.7112782,0.389738,0.46325877
2007-01-01T00:00:00Z,0.61389524,0.97744364,0.9956332,0.6285942
2007-02-01T00:00:00Z,0.85876995,0.93834585,0.7838428,0.47204474
2007-03-01T00:00:00Z,0.7596811,0.88721806,0.81113535,0.55191696
2007-04-01T00:00:00Z,0.79612756,0.96240604,0.58842796,0.53115016
2007-05-01T00:00:00Z,1.0,0.58947366,0.63973796,0.5686901
2007-06-01T00:00:00Z,0.46355352,0.50075185,0.51637554,0.55271566
2007-07-01T00:00:00Z,0.050113894,0.07969925,0.2106987,0.46166134
2007-08-01T00:00:00Z,0.07289294,0.0962406,0.2183406,0.45127794
2007-09-01T00:00:00Z,0.38952163,0.27518797,0.22379912,0.55271566
2007-10-01T00:00:00Z,0.667426,0.34736842,0.5786026,0.60303515
2007-11-01T00:00:00Z,0.8599089,0.9503759,0.6058952,0.6118211
2007-12-01T00:00:00Z,0.9988611,1.0,0.99454147,0.76916933
2008-01-01T00:00:00Z,1.0,1.0,1.0,0.9744409
2008-02-01T00:00:00Z,1.0,1.0,1.0,0.96805114
2008-03-01T00:00:00Z,1.0,1.0,1.0,0.68290734
2008-04-01T00:00:00Z,1.0,1.0,0.9257642,0.63897765
2008-05-01T00:00:00Z,1.0,1.0,0.93886465,0.6054313
2008-06-01T00:00:00Z,1.0,0.7714286,0.7139738,0.46166134
2008-07-01T00:00:00Z,0.8052392,0.6766917,0.4290393,0.40814698
2008-08-01T00:00:00Z,0.41230068,0.28421053,0.5262009,0.42891374
2008-09-01T00:00:00Z,0.5136674,0.57894737,0.518559,0.43610224
2008-10-01T00:00:00Z,0.546697,0.47218046,0.69650656,0.46565494
2008-11-01T00:00:00Z,0.44419134,0.6481203,0.34716156,0.50159746
2008-12-01T00:00:00Z,0.51025057,0.8511278,0.34388646,0.5766773
2009-01-01T00:00:00Z,0.99088836,0.98646617,0.9661572,0.72523963
2009-02-01T00:00:00Z,1.0,1.0,0.77292573,0.69728434
2009-03-01T00:00:00Z,1.0,1.0,0.9355895,0.66932905
2009-04-01T00:00:00Z,1.0,1.0,0.8329694,0.5694888
2009-05-01T00:00:00Z,1.0,0.9954887,0.7958515,0.54632586
2009-06-01T00:00:00Z,0.32346243,0.26766917,0.13646288,0.471246
2009-07-01T00:00:00Z,0.58314353,0.35037595,0.31004366,0.413738
2009-08-01T00:00:00Z,0.26765376,0.31428573,0.2510917,0.5479233
2009-09-01T00:00:00Z,0.14692482,0.14285715,0.14519651,0.4392971
2009-10-01T00:00:00Z,0.37927106,0.46165413,0.6877729,0.4600639
2009-11-01T00:00:00Z,0.5148064,0.24511278,0.6189956,0.48322684
2009-12-01T00:00:00Z,0.7425968,0.8917293,0.88973796,0.59504795
2010-01-01T00:00:00Z,0.53644645,0.67518795,0.6048035,0.47683707
2010-02-01T00:00:00Z,0.15034169,0.7112782,0.37117904,0.39696485
