time,species_group,relative_stock_status
1955-01-01T00:00:00Z,Petrale sole,0.35352
1956-01-01T00:00:00Z,Petrale sole,0.33498
1957-01-01T00:00:00Z,Petrale sole,0.323136
1958-01-01T00:00:00Z,Petrale sole,0.302092
1959-01-01T00:00:00Z,Petrale sole,0.284844
1960-01-01T00:00:00Z,Petrale sole,0.277263
1961-01-01T00:00:00Z,Petrale sole,0.264127
1962-01-01T00:00:00Z,Petrale sole,0.242047
1963-01-01T00:00:00Z,Petrale sole,0.223503
1964-01-01T00:00:00Z,Petrale sole,0.206464
1965-01-01T00:00:00Z,Petrale sole,0.203176
1966-01-01T00:00:00Z,Petrale sole,0.206278
1967-01-01T00:00:00Z,Petrale sole,0.208152
1968-01-01T00:00:00Z,Petrale sole,0.206272
1969-01-01T00:00:00Z,Petrale sole,0.209153
1970-01-01T00:00:00Z,Petrale sole,0.217409
1971-01-01T00:00:00Z,Petrale sole,0.224718
1972-01-01T00:00:00Z,Petrale sole,0.234664
1973-01-01T00:00:00Z,Petrale sole,0.234548
1974-01-01T00:00:00Z,Petrale sole,0.234153
1975-01-01T00:00:00Z,Petrale sole,0.213765
1976-01-01T00:00:00Z,Petrale sole,0.190799
1977-01-01T00:00:00Z,Petrale sole,0.175193
1978-01-01T00:00:00Z,Petrale sole,0.165173
1979-01-01T00:00:00Z,Petrale sole,0.142152
1980-01-01T00:00:00Z,Petrale sole,0.119662
1981-01-01T00:00:00Z,Petrale sole,0.110768
1982-01-01T00:00:00Z,Petrale sole,0.105996
1983-01-01T00:00:00Z,Petrale sole,0.0990279
1984-01-01T00:00:00Z,Petrale sole,0.0940884
1985-01-01T00:00:00Z,Petrale sole,0.0952305
1986-01-01T00:00:00Z,Petrale sole,0.0961219
1987-01-01T00:00:00Z,Petrale sole,0.091137
1988-01-01T00:00:00Z,Petrale sole,0.0797203
1989-01-01T00:00:00Z,Petrale sole,0.0742027
1990-01-01T00:00:00Z,Petrale sole,0.0699823
1991-01-01T00:00:00Z,Petrale sole,0.0654233
1992-01-01T00:00:00Z,Petrale sole,0.0538519
1993-01-01T00:00:00Z,Petrale sole,0.0498108
1994-01-01T00:00:00Z,Petrale sole,0.0542907
1995-01-01T00:00:00Z,Petrale sole,0.0681523
1996-01-01T00:00:00Z,Petrale sole,0.0804919
1997-01-01T00:00:00Z,Petrale sole,0.0834884
1998-01-01T00:00:00Z,Petrale sole,0.0799465
1999-01-01T00:00:00Z,Petrale sole,0.0824671
2000-01-01T00:00:00Z,Petrale sole,0.0887589
2001-01-01T00:00:00Z,Petrale sole,0.0900363
2002-01-01T00:00:00Z,Petrale sole,0.0913412
2003-01-01T00:00:00Z,Petrale sole,0.0992558
2004-01-01T00:00:00Z,Petrale sole,0.118356
2005-01-01T00:00:00Z,Petrale sole,0.129938
2006-01-01T00:00:00Z,Petrale sole,0.12335
2007-01-01T00:00:00Z,Petrale sole,0.120982
2008-01-01T00:00:00Z,Petrale sole,0.111843
2009-01-01T00:00:00Z,Petrale sole,0.105928
2010-01-01T00:00:00Z,Petrale sole,0.101202
2011-01-01T00:00:00Z,Petrale sole,0.128624
2012-01-01T00:00:00Z,Petrale sole,0.174032
2013-01-01T00:00:00Z,Petrale sole,0.230338
2014-01-01T00:00:00Z,Petrale sole,0.277805
2015-01-01T00:00:00Z,Petrale sole,0.307378
1916-01-01T00:00:00Z,Spiny dogfish,1.0
1917-01-01T00:00:00Z,Spiny dogfish,1.0
1918-01-01T00:00:00Z,Spiny dogfish,0.99999857
1919-01-01T00:00:00Z,Spiny dogfish,0.9999929
1920-01-01T00:00:00Z,Spiny dogfish,0.9999859
1921-01-01T00:00:00Z,Spiny dogfish,0.99997455
1922-01-01T00:00:00Z,Spiny dogfish,0.9999618
1923-01-01T00:00:00Z,Spiny dogfish,0.99994767
1924-01-01T00:00:00Z,Spiny dogfish,0.9999293
1925-01-01T00:00:00Z,Spiny dogfish,0.9999095
1926-01-01T00:00:00Z,Spiny dogfish,0.9998869
1927-01-01T00:00:00Z,Spiny dogfish,0.9998614
1928-01-01T00:00:00Z,Spiny dogfish,0.9998346
1929-01-01T00:00:00Z,Spiny dogfish,0.99980485
1930-01-01T00:00:00Z,Spiny dogfish,0.99977237
1931-01-01T00:00:00Z,Spiny dogfish,0.9997384
1932-01-01T00:00:00Z,Spiny dogfish,0.9997017
1933-01-01T00:00:00Z,Spiny dogfish,0.99961543
1934-01-01T00:00:00Z,Spiny dogfish,0.9995362
1935-01-01T00:00:00Z,Spiny dogfish,0.9994514
1936-01-01T00:00:00Z,Spiny dogfish,0.99928737
1937-01-01T00:00:00Z,Spiny dogfish,0.99920255
1938-01-01T00:00:00Z,Spiny dogfish,0.9989636
1939-01-01T00:00:00Z,Spiny dogfish,0.99753267
1940-01-01T00:00:00Z,Spiny dogfish,0.99491686
1941-01-01T00:00:00Z,Spiny dogfish,0.9908249
1942-01-01T00:00:00Z,Spiny dogfish,0.96298844
1943-01-01T00:00:00Z,Spiny dogfish,0.93955785
1944-01-01T00:00:00Z,Spiny dogfish,0.90832365
1945-01-01T00:00:00Z,Spiny dogfish,0.84466475
1946-01-01T00:00:00Z,Spiny dogfish,0.8107299
1947-01-01T00:00:00Z,Spiny dogfish,0.7773536
1948-01-01T00:00:00Z,Spiny dogfish,0.7554175
1949-01-01T00:00:00Z,Spiny dogfish,0.7365215
1950-01-01T00:00:00Z,Spiny dogfish,0.71968985
1951-01-01T00:00:00Z,Spiny dogfish,0.7133666
1952-01-01T00:00:00Z,Spiny dogfish,0.7081492
1953-01-01T00:00:00Z,Spiny dogfish,0.7032399
1954-01-01T00:00:00Z,Spiny dogfish,0.70001894
1955-01-01T00:00:00Z,Spiny dogfish,0.6977029
1956-01-01T00:00:00Z,Spiny dogfish,0.6956357
1957-01-01T00:00:00Z,Spiny dogfish,0.69447345
1958-01-01T00:00:00Z,Spiny dogfish,0.69185054
1959-01-01T00:00:00Z,Spiny dogfish,0.691507
1960-01-01T00:00:00Z,Spiny dogfish,0.6917106
1961-01-01T00:00:00Z,Spiny dogfish,0.6930962
1962-01-01T00:00:00Z,Spiny dogfish,0.6955183
1963-01-01T00:00:00Z,Spiny dogfish,0.69925964
1964-01-01T00:00:00Z,Spiny dogfish,0.70315653
1965-01-01T00:00:00Z,Spiny dogfish,0.7070816
1966-01-01T00:00:00Z,Spiny dogfish,0.7112259
1967-01-01T00:00:00Z,Spiny dogfish,0.715291
1968-01-01T00:00:00Z,Spiny dogfish,0.7198779
1969-01-01T00:00:00Z,Spiny dogfish,0.72388643
1970-01-01T00:00:00Z,Spiny dogfish,0.7273987
1971-01-01T00:00:00Z,Spiny dogfish,0.7319092
1972-01-01T00:00:00Z,Spiny dogfish,0.7369796
1973-01-01T00:00:00Z,Spiny dogfish,0.7419016
1974-01-01T00:00:00Z,Spiny dogfish,0.7467161
1975-01-01T00:00:00Z,Spiny dogfish,0.7503231
1976-01-01T00:00:00Z,Spiny dogfish,0.75302655
1977-01-01T00:00:00Z,Spiny dogfish,0.7540135
1978-01-01T00:00:00Z,Spiny dogfish,0.75286114
1979-01-01T00:00:00Z,Spiny dogfish,0.75085473
1980-01-01T00:00:00Z,Spiny dogfish,0.74773276
1981-01-01T00:00:00Z,Spiny dogfish,0.7456811
1982-01-01T00:00:00Z,Spiny dogfish,0.74275136
1983-01-01T00:00:00Z,Spiny dogfish,0.74054563
1984-01-01T00:00:00Z,Spiny dogfish,0.7405781
1985-01-01T00:00:00Z,Spiny dogfish,0.7372143
1986-01-01T00:00:00Z,Spiny dogfish,0.7332595
1987-01-01T00:00:00Z,Spiny dogfish,0.73049664
1988-01-01T00:00:00Z,Spiny dogfish,0.72750616
1989-01-01T00:00:00Z,Spiny dogfish,0.72376907
1990-01-01T00:00:00Z,Spiny dogfish,0.71996415
1991-01-01T00:00:00Z,Spiny dogfish,0.7147311
1992-01-01T00:00:00Z,Spiny dogfish,0.7080403
1993-01-01T00:00:00Z,Spiny dogfish,0.70035547
1994-01-01T00:00:00Z,Spiny dogfish,0.69287145
1995-01-01T00:00:00Z,Spiny dogfish,0.6856801
1996-01-01T00:00:00Z,Spiny dogfish,0.68213814
1997-01-01T00:00:00Z,Spiny dogfish,0.67819744
1998-01-01T00:00:00Z,Spiny dogfish,0.6738142
1999-01-01T00:00:00Z,Spiny dogfish,0.6702977
2000-01-01T00:00:00Z,Spiny dogfish,0.66566986
2001-01-01T00:00:00Z,Spiny dogfish,0.66110986
2002-01-01T00:00:00Z,Spiny dogfish,0.65678173
2003-01-01T00:00:00Z,Spiny dogfish,0.6510072
2004-01-01T00:00:00Z,Spiny dogfish,0.64828247
2005-01-01T00:00:00Z,Spiny dogfish,0.64372534
2006-01-01T00:00:00Z,Spiny dogfish,0.6386492
2007-01-01T00:00:00Z,Spiny dogfish,0.63659334
2008-01-01T00:00:00Z,Spiny dogfish,0.6354099
2009-01-01T00:00:00Z,Spiny dogfish,0.63115245
2010-01-01T00:00:00Z,Spiny dogfish,0.6312062
2011-01-01T00:00:00Z,Spiny dogfish,0.63147485
1966-01-01T00:00:00Z,Pacific hake,0.489
1967-01-01T00:00:00Z,Pacific hake,0.455
1968-01-01T00:00:00Z,Pacific hake,0.423
1969-01-01T00:00:00Z,Pacific hake,0.456
1970-01-01T00:00:00Z,Pacific hake,0.485
1971-01-01T00:00:00Z,Pacific hake,0.479
1972-01-01T00:00:00Z,Pacific hake,0.57
1973-01-01T00:00:00Z,Pacific hake,0.651
1974-01-01T00:00:00Z,Pacific hake,0.659
1975-01-01T00:00:00Z,Pacific hake,0.658
1976-01-01T00:00:00Z,Pacific hake,0.647
1977-01-01T00:00:00Z,Pacific hake,0.614
1978-01-01T00:00:00Z,Pacific hake,0.567
1979-01-01T00:00:00Z,Pacific hake,0.582
1980-01-01T00:00:00Z,Pacific hake,0.584
1981-01-01T00:00:00Z,Pacific hake,0.569
1982-01-01T00:00:00Z,Pacific hake,0.761
1983-01-01T00:00:00Z,Pacific hake,0.948
1984-01-01T00:00:00Z,Pacific hake,1.008
1985-01-01T00:00:00Z,Pacific hake,0.958
1986-01-01T00:00:00Z,Pacific hake,1.061
1987-01-01T00:00:00Z,Pacific hake,1.123
1988-01-01T00:00:00Z,Pacific hake,1.079
1989-01-01T00:00:00Z,Pacific hake,1.039
1990-01-01T00:00:00Z,Pacific hake,0.975
1991-01-01T00:00:00Z,Pacific hake,0.887
1992-01-01T00:00:00Z,Pacific hake,0.81
1993-01-01T00:00:00Z,Pacific hake,0.731
1994-01-01T00:00:00Z,Pacific hake,0.642
1995-01-01T00:00:00Z,Pacific hake,0.536
1996-01-01T00:00:00Z,Pacific hake,0.505
1997-01-01T00:00:00Z,Pacific hake,0.458
1998-01-01T00:00:00Z,Pacific hake,0.409
1999-01-01T00:00:00Z,Pacific hake,0.354
2000-01-01T00:00:00Z,Pacific hake,0.311
2001-01-01T00:00:00Z,Pacific hake,0.453
2002-01-01T00:00:00Z,Pacific hake,0.587
2003-01-01T00:00:00Z,Pacific hake,0.643
2004-01-01T00:00:00Z,Pacific hake,0.611
2005-01-01T00:00:00Z,Pacific hake,0.517
2006-01-01T00:00:00Z,Pacific hake,0.4
2007-01-01T00:00:00Z,Pacific hake,0.311
2008-01-01T00:00:00Z,Pacific hake,0.274
2009-01-01T00:00:00Z,Pacific hake,0.228
2010-01-01T00:00:00Z,Pacific hake,0.269
2011-01-01T00:00:00Z,Pacific hake,0.317
2012-01-01T00:00:00Z,Pacific hake,0.54
2013-01-01T00:00:00Z,Pacific hake,0.745
2014-01-01T00:00:00Z,Pacific hake,0.818
1928-01-01T00:00:00Z,Lingcod,1.0
1929-01-01T00:00:00Z,Lingcod,0.9992157
1930-01-01T00:00:00Z,Lingcod,0.9951155
1931-01-01T00:00:00Z,Lingcod,0.990634
1932-01-01T00:00:00Z,Lingcod,0.9872295
1933-01-01T00:00:00Z,Lingcod,0.98588693
1934-01-01T00:00:00Z,Lingcod,0.9808326
1935-01-01T00:00:00Z,Lingcod,0.97959834
1936-01-01T00:00:00Z,Lingcod,0.97752565
1937-01-01T00:00:00Z,Lingcod,0.9767324
1938-01-01T00:00:00Z,Lingcod,0.97498316
1939-01-01T00:00:00Z,Lingcod,0.973355
1940-01-01T00:00:00Z,Lingcod,0.9727532
1941-01-01T00:00:00Z,Lingcod,0.97056854
1942-01-01T00:00:00Z,Lingcod,0.9640107
1943-01-01T00:00:00Z,Lingcod,0.9607526
1944-01-01T00:00:00Z,Lingcod,0.95304555
1945-01-01T00:00:00Z,Lingcod,0.9369429
1946-01-01T00:00:00Z,Lingcod,0.9282419
1947-01-01T00:00:00Z,Lingcod,0.9159919
1948-01-01T00:00:00Z,Lingcod,0.9053393
1949-01-01T00:00:00Z,Lingcod,0.89268994
1950-01-01T00:00:00Z,Lingcod,0.87385684
1951-01-01T00:00:00Z,Lingcod,0.85857093
1952-01-01T00:00:00Z,Lingcod,0.8430556
1953-01-01T00:00:00Z,Lingcod,0.83532137
1954-01-01T00:00:00Z,Lingcod,0.83741397
1955-01-01T00:00:00Z,Lingcod,0.8354949
1956-01-01T00:00:00Z,Lingcod,0.8256934
1957-01-01T00:00:00Z,Lingcod,0.82086676
1958-01-01T00:00:00Z,Lingcod,0.8091968
1959-01-01T00:00:00Z,Lingcod,0.7991984
1960-01-01T00:00:00Z,Lingcod,0.7838258
1961-01-01T00:00:00Z,Lingcod,0.76460236
1962-01-01T00:00:00Z,Lingcod,0.7477968
1963-01-01T00:00:00Z,Lingcod,0.7430948
1964-01-01T00:00:00Z,Lingcod,0.7452181
1965-01-01T00:00:00Z,Lingcod,0.74897134
1966-01-01T00:00:00Z,Lingcod,0.7487039
1967-01-01T00:00:00Z,Lingcod,0.7479558
1968-01-01T00:00:00Z,Lingcod,0.74985677
1969-01-01T00:00:00Z,Lingcod,0.7700488
1970-01-01T00:00:00Z,Lingcod,0.80016875
1971-01-01T00:00:00Z,Lingcod,0.8131832
1972-01-01T00:00:00Z,Lingcod,0.8006061
1973-01-01T00:00:00Z,Lingcod,0.7715288
1974-01-01T00:00:00Z,Lingcod,0.74150276
1975-01-01T00:00:00Z,Lingcod,0.7183474
1976-01-01T00:00:00Z,Lingcod,0.6947744
1977-01-01T00:00:00Z,Lingcod,0.65935916
1978-01-01T00:00:00Z,Lingcod,0.62564427
1979-01-01T00:00:00Z,Lingcod,0.58567095
1980-01-01T00:00:00Z,Lingcod,0.52778524
1981-01-01T00:00:00Z,Lingcod,0.47221312
1982-01-01T00:00:00Z,Lingcod,0.42798042
1983-01-01T00:00:00Z,Lingcod,0.38637012
1984-01-01T00:00:00Z,Lingcod,0.34683287
1985-01-01T00:00:00Z,Lingcod,0.3045565
1986-01-01T00:00:00Z,Lingcod,0.25544113
1987-01-01T00:00:00Z,Lingcod,0.23735596
1988-01-01T00:00:00Z,Lingcod,0.2164628
1989-01-01T00:00:00Z,Lingcod,0.19663888
1990-01-01T00:00:00Z,Lingcod,0.16972336
1991-01-01T00:00:00Z,Lingcod,0.1472259
1992-01-01T00:00:00Z,Lingcod,0.11579003
1993-01-01T00:00:00Z,Lingcod,0.099231824
1994-01-01T00:00:00Z,Lingcod,0.088689834
1995-01-01T00:00:00Z,Lingcod,0.09162268
1996-01-01T00:00:00Z,Lingcod,0.10295851
1997-01-01T00:00:00Z,Lingcod,0.11097604
1998-01-01T00:00:00Z,Lingcod,0.1170351
1999-01-01T00:00:00Z,Lingcod,0.13407579
2000-01-01T00:00:00Z,Lingcod,0.15180063
2001-01-01T00:00:00Z,Lingcod,0.17779022
2002-01-01T00:00:00Z,Lingcod,0.20840786
2003-01-01T00:00:00Z,Lingcod,0.24621125
2004-01-01T00:00:00Z,Lingcod,0.30206004
2005-01-01T00:00:00Z,Lingcod,0.38649136
2006-01-01T00:00:00Z,Lingcod,0.47893608
2007-01-01T00:00:00Z,Lingcod,0.5667119
2008-01-01T00:00:00Z,Lingcod,0.64393634
2009-01-01T00:00:00Z,Lingcod,0.7072844
1916-01-01T00:00:00Z,Longnose skate,1.0
1917-01-01T00:00:00Z,Longnose skate,0.9996659
1918-01-01T00:00:00Z,Longnose skate,0.99900347
1919-01-01T00:00:00Z,Longnose skate,0.9980197
1920-01-01T00:00:00Z,Longnose skate,0.9967289
1921-01-01T00:00:00Z,Longnose skate,0.99514663
1922-01-01T00:00:00Z,Longnose skate,0.9932872
1923-01-01T00:00:00Z,Longnose skate,0.99117184
1924-01-01T00:00:00Z,Longnose skate,0.9888219
1925-01-01T00:00:00Z,Longnose skate,0.9862588
1926-01-01T00:00:00Z,Longnose skate,0.98350376
1927-01-01T00:00:00Z,Longnose skate,0.9805809
1928-01-01T00:00:00Z,Longnose skate,0.9775074
1929-01-01T00:00:00Z,Longnose skate,0.974306
1930-01-01T00:00:00Z,Longnose skate,0.9709894
1931-01-01T00:00:00Z,Longnose skate,0.96757185
1932-01-01T00:00:00Z,Longnose skate,0.96406335
1933-01-01T00:00:00Z,Longnose skate,0.96046954
1934-01-01T00:00:00Z,Longnose skate,0.9567961
1935-01-01T00:00:00Z,Longnose skate,0.9530431
1936-01-01T00:00:00Z,Longnose skate,0.94921327
1937-01-01T00:00:00Z,Longnose skate,0.94530386
1938-01-01T00:00:00Z,Longnose skate,0.94131345
1939-01-01T00:00:00Z,Longnose skate,0.93724054
1940-01-01T00:00:00Z,Longnose skate,0.9330852
1941-01-01T00:00:00Z,Longnose skate,0.928846
1942-01-01T00:00:00Z,Longnose skate,0.9245243
1943-01-01T00:00:00Z,Longnose skate,0.92012024
1944-01-01T00:00:00Z,Longnose skate,0.9156365
1945-01-01T00:00:00Z,Longnose skate,0.9110774
1946-01-01T00:00:00Z,Longnose skate,0.9064458
1947-01-01T00:00:00Z,Longnose skate,0.9017432
1948-01-01T00:00:00Z,Longnose skate,0.8969751
1949-01-01T00:00:00Z,Longnose skate,0.8921445
1950-01-01T00:00:00Z,Longnose skate,0.8872556
1951-01-01T00:00:00Z,Longnose skate,0.8876096
1952-01-01T00:00:00Z,Longnose skate,0.88984865
1953-01-01T00:00:00Z,Longnose skate,0.8916157
1954-01-01T00:00:00Z,Longnose skate,0.8832197
1955-01-01T00:00:00Z,Longnose skate,0.8846299
1956-01-01T00:00:00Z,Longnose skate,0.87583876
1957-01-01T00:00:00Z,Longnose skate,0.875934
1958-01-01T00:00:00Z,Longnose skate,0.8769917
1959-01-01T00:00:00Z,Longnose skate,0.87778634
1960-01-01T00:00:00Z,Longnose skate,0.87626237
1961-01-01T00:00:00Z,Longnose skate,0.87805927
1962-01-01T00:00:00Z,Longnose skate,0.8589601
1963-01-01T00:00:00Z,Longnose skate,0.8516047
1964-01-01T00:00:00Z,Longnose skate,0.8425377
1965-01-01T00:00:00Z,Longnose skate,0.83416164
1966-01-01T00:00:00Z,Longnose skate,0.83306134
1967-01-01T00:00:00Z,Longnose skate,0.83018684
1968-01-01T00:00:00Z,Longnose skate,0.82775307
1969-01-01T00:00:00Z,Longnose skate,0.8173
1970-01-01T00:00:00Z,Longnose skate,0.814181
1971-01-01T00:00:00Z,Longnose skate,0.8170413
1972-01-01T00:00:00Z,Longnose skate,0.824101
1973-01-01T00:00:00Z,Longnose skate,0.82965374
1974-01-01T00:00:00Z,Longnose skate,0.8351411
1975-01-01T00:00:00Z,Longnose skate,0.8406399
1976-01-01T00:00:00Z,Longnose skate,0.84527576
1977-01-01T00:00:00Z,Longnose skate,0.8402063
1978-01-01T00:00:00Z,Longnose skate,0.8346663
1979-01-01T00:00:00Z,Longnose skate,0.81963146
1980-01-01T00:00:00Z,Longnose skate,0.80302715
1981-01-01T00:00:00Z,Longnose skate,0.79547846
1982-01-01T00:00:00Z,Longnose skate,0.75187933
1983-01-01T00:00:00Z,Longnose skate,0.7265692
1984-01-01T00:00:00Z,Longnose skate,0.71032023
1985-01-01T00:00:00Z,Longnose skate,0.7082049
1986-01-01T00:00:00Z,Longnose skate,0.7012803
1987-01-01T00:00:00Z,Longnose skate,0.69901854
1988-01-01T00:00:00Z,Longnose skate,0.69561666
1989-01-01T00:00:00Z,Longnose skate,0.69975775
1990-01-01T00:00:00Z,Longnose skate,0.7035179
1991-01-01T00:00:00Z,Longnose skate,0.71056193
1992-01-01T00:00:00Z,Longnose skate,0.7193503
1993-01-01T00:00:00Z,Longnose skate,0.73164004
1994-01-01T00:00:00Z,Longnose skate,0.74055916
1995-01-01T00:00:00Z,Longnose skate,0.74535424
1996-01-01T00:00:00Z,Longnose skate,0.7550168
1997-01-01T00:00:00Z,Longnose skate,0.74563
1998-01-01T00:00:00Z,Longnose skate,0.71541244
1999-01-01T00:00:00Z,Longnose skate,0.70824045
2000-01-01T00:00:00Z,Longnose skate,0.69061685
2001-01-01T00:00:00Z,Longnose skate,0.6686133
2002-01-01T00:00:00Z,Longnose skate,0.6592777
2003-01-01T00:00:00Z,Longnose skate,0.66399455
2004-01-01T00:00:00Z,Longnose skate,0.6563719
2005-01-01T00:00:00Z,Longnose skate,0.66119826
2006-01-01T00:00:00Z,Longnose skate,0.6610547
2007-01-01T00:00:00Z,Longnose skate,0.6587957
1915-01-01T00:00:00Z,Kelp greenling,1.0
1916-01-01T00:00:00Z,Kelp greenling,0.997326
1917-01-01T00:00:00Z,Kelp greenling,0.995
1918-01-01T00:00:00Z,Kelp greenling,0.99302
1919-01-01T00:00:00Z,Kelp greenling,0.991489
1920-01-01T00:00:00Z,Kelp greenling,0.989813
1921-01-01T00:00:00Z,Kelp greenling,0.988126
1922-01-01T00:00:00Z,Kelp greenling,0.987991
1923-01-01T00:00:00Z,Kelp greenling,0.988199
1924-01-01T00:00:00Z,Kelp greenling,0.988155
1925-01-01T00:00:00Z,Kelp greenling,0.987885
1926-01-01T00:00:00Z,Kelp greenling,0.987478
1927-01-01T00:00:00Z,Kelp greenling,0.987039
1928-01-01T00:00:00Z,Kelp greenling,0.986668
1929-01-01T00:00:00Z,Kelp greenling,0.986367
1930-01-01T00:00:00Z,Kelp greenling,0.986049
1931-01-01T00:00:00Z,Kelp greenling,0.985707
1932-01-01T00:00:00Z,Kelp greenling,0.985578
1933-01-01T00:00:00Z,Kelp greenling,0.986046
1934-01-01T00:00:00Z,Kelp greenling,0.986739
1935-01-01T00:00:00Z,Kelp greenling,0.986811
1936-01-01T00:00:00Z,Kelp greenling,0.986661
1937-01-01T00:00:00Z,Kelp greenling,0.986256
1938-01-01T00:00:00Z,Kelp greenling,0.985565
1939-01-01T00:00:00Z,Kelp greenling,0.984872
1940-01-01T00:00:00Z,Kelp greenling,0.984131
1941-01-01T00:00:00Z,Kelp greenling,0.983354
1942-01-01T00:00:00Z,Kelp greenling,0.982393
1943-01-01T00:00:00Z,Kelp greenling,0.981499
1944-01-01T00:00:00Z,Kelp greenling,0.980367
1945-01-01T00:00:00Z,Kelp greenling,0.979488
1946-01-01T00:00:00Z,Kelp greenling,0.978387
1947-01-01T00:00:00Z,Kelp greenling,0.976206
1948-01-01T00:00:00Z,Kelp greenling,0.973579
1949-01-01T00:00:00Z,Kelp greenling,0.970611
1950-01-01T00:00:00Z,Kelp greenling,0.967864
1951-01-01T00:00:00Z,Kelp greenling,0.9656
1952-01-01T00:00:00Z,Kelp greenling,0.962687
1953-01-01T00:00:00Z,Kelp greenling,0.95968
1954-01-01T00:00:00Z,Kelp greenling,0.957164
1955-01-01T00:00:00Z,Kelp greenling,0.954734
1956-01-01T00:00:00Z,Kelp greenling,0.952826
1957-01-01T00:00:00Z,Kelp greenling,0.951077
1958-01-01T00:00:00Z,Kelp greenling,0.949278
1959-01-01T00:00:00Z,Kelp greenling,0.948108
1960-01-01T00:00:00Z,Kelp greenling,0.947207
1961-01-01T00:00:00Z,Kelp greenling,0.9462
1962-01-01T00:00:00Z,Kelp greenling,0.945213
1963-01-01T00:00:00Z,Kelp greenling,0.944086
1964-01-01T00:00:00Z,Kelp greenling,0.942588
1965-01-01T00:00:00Z,Kelp greenling,0.940752
1966-01-01T00:00:00Z,Kelp greenling,0.938791
1967-01-01T00:00:00Z,Kelp greenling,0.936589
1968-01-01T00:00:00Z,Kelp greenling,0.934729
1969-01-01T00:00:00Z,Kelp greenling,0.934153
1970-01-01T00:00:00Z,Kelp greenling,0.932881
1971-01-01T00:00:00Z,Kelp greenling,0.930784
1972-01-01T00:00:00Z,Kelp greenling,0.928864
1973-01-01T00:00:00Z,Kelp greenling,0.925848
1974-01-01T00:00:00Z,Kelp greenling,0.920918
1975-01-01T00:00:00Z,Kelp greenling,0.91622
1976-01-01T00:00:00Z,Kelp greenling,0.911679
1977-01-01T00:00:00Z,Kelp greenling,0.906595
1978-01-01T00:00:00Z,Kelp greenling,0.90344
1979-01-01T00:00:00Z,Kelp greenling,0.895096
1980-01-01T00:00:00Z,Kelp greenling,0.889924
1981-01-01T00:00:00Z,Kelp greenling,0.881383
1982-01-01T00:00:00Z,Kelp greenling,0.865352
1983-01-01T00:00:00Z,Kelp greenling,0.867145
1984-01-01T00:00:00Z,Kelp greenling,0.829465
1985-01-01T00:00:00Z,Kelp greenling,0.873501
1986-01-01T00:00:00Z,Kelp greenling,0.957322
1987-01-01T00:00:00Z,Kelp greenling,1.12864
1988-01-01T00:00:00Z,Kelp greenling,1.2109
1989-01-01T00:00:00Z,Kelp greenling,1.25279
1990-01-01T00:00:00Z,Kelp greenling,1.2422
1991-01-01T00:00:00Z,Kelp greenling,1.14236
1992-01-01T00:00:00Z,Kelp greenling,1.00641
1993-01-01T00:00:00Z,Kelp greenling,0.870473
1994-01-01T00:00:00Z,Kelp greenling,0.768468
1995-01-01T00:00:00Z,Kelp greenling,0.694122
1996-01-01T00:00:00Z,Kelp greenling,0.671613
1997-01-01T00:00:00Z,Kelp greenling,0.635908
1998-01-01T00:00:00Z,Kelp greenling,0.597604
1999-01-01T00:00:00Z,Kelp greenling,0.628698
2000-01-01T00:00:00Z,Kelp greenling,0.639888
2001-01-01T00:00:00Z,Kelp greenling,0.640465
2002-01-01T00:00:00Z,Kelp greenling,0.77888
2003-01-01T00:00:00Z,Kelp greenling,0.890734
2004-01-01T00:00:00Z,Kelp greenling,0.940514
2005-01-01T00:00:00Z,Kelp greenling,0.933395
2006-01-01T00:00:00Z,Kelp greenling,0.872782
2007-01-01T00:00:00Z,Kelp greenling,0.803992
2008-01-01T00:00:00Z,Kelp greenling,0.700237
2009-01-01T00:00:00Z,Kelp greenling,0.670061
2010-01-01T00:00:00Z,Kelp greenling,0.712174
2011-01-01T00:00:00Z,Kelp greenling,0.913312
2012-01-01T00:00:00Z,Kelp greenling,1.04679
2013-01-01T00:00:00Z,Kelp greenling,1.0165
2014-01-01T00:00:00Z,Kelp greenling,0.893824
2015-01-01T00:00:00Z,Kelp greenling,0.796659
1900-01-01T00:00:00Z,Sablefish,1.0
1901-01-01T00:00:00Z,Sablefish,0.971984
1902-01-01T00:00:00Z,Sablefish,0.969931
1903-01-01T00:00:00Z,Sablefish,0.967661
1904-01-01T00:00:00Z,Sablefish,0.965181
1905-01-01T00:00:00Z,Sablefish,0.962487
1906-01-01T00:00:00Z,Sablefish,0.959729
1907-01-01T00:00:00Z,Sablefish,0.956918
1908-01-01T00:00:00Z,Sablefish,0.954062
1909-01-01T00:00:00Z,Sablefish,0.951165
1910-01-01T00:00:00Z,Sablefish,0.948041
1911-01-01T00:00:00Z,Sablefish,0.944676
1912-01-01T00:00:00Z,Sablefish,0.941071
1913-01-01T00:00:00Z,Sablefish,0.937221
1914-01-01T00:00:00Z,Sablefish,0.933127
1915-01-01T00:00:00Z,Sablefish,0.928789
1916-01-01T00:00:00Z,Sablefish,0.924216
1917-01-01T00:00:00Z,Sablefish,0.916644
1918-01-01T00:00:00Z,Sablefish,0.906562
1919-01-01T00:00:00Z,Sablefish,0.8932
1920-01-01T00:00:00Z,Sablefish,0.885415
