time,flow_anomaly_7_day_min,Seup,Selo,location
2002-01-01T00:00:00Z,-0.5959715,-0.3250839,-0.867927,Columbia Unglaciated
2003-01-01T00:00:00Z,-0.62221843,-0.35128966,-0.89416105,Columbia Unglaciated
2004-01-01T00:00:00Z,-0.20234121,0.06854777,-0.47424746,Columbia Unglaciated
2005-01-01T00:00:00Z,-0.3778107,-0.106546886,-0.6491515,Columbia Unglaciated
2006-01-01T00:00:00Z,-0.094808474,0.17671117,-0.36608738,Columbia Unglaciated
2007-01-01T00:00:00Z,-0.35915905,-0.08747333,-0.63113457,Columbia Unglaciated
2008-01-01T00:00:00Z,0.37310374,0.64390504,0.099716544,Columbia Unglaciated
2009-01-01T00:00:00Z,0.24650997,0.5180314,-0.024782287,Columbia Unglaciated
2010-01-01T00:00:00Z,-0.013411071,0.25787118,-0.28475085,Columbia Unglaciated
2011-01-01T00:00:00Z,0.7731559,1.0453671,0.5022306,Columbia Unglaciated
2012-01-01T00:00:00Z,0.3264172,0.59721845,0.05419834,Columbia Unglaciated
2013-01-01T00:00:00Z,-0.058498457,0.21228573,-0.33185625,Columbia Unglaciated
2014-01-01T00:00:00Z,0.19493154,0.4660101,-0.07661942,Columbia Unglaciated
2015-01-01T00:00:00Z,-0.49641144,-0.22507821,-0.76780885,Columbia Unglaciated
2016-01-01T00:00:00Z,-0.49867824,-0.22697026,-0.7700246,Columbia Unglaciated
2017-01-01T00:00:00Z,0.1962241,0.46745497,-0.075143814,Columbia Unglaciated
2018-01-01T00:00:00Z,-0.007128578,0.2639845,-0.27909738,Columbia Unglaciated
2019-01-01T00:00:00Z,-0.014828268,0.25723162,-0.2860393,Columbia Unglaciated
2020-01-01T00:00:00Z,0.07742946,0.35082412,-0.19625618,Columbia Unglaciated
1981-01-01T00:00:00Z,-0.58601946,-0.24578443,-0.92472506,OR & N CA Coast
1982-01-01T00:00:00Z,0.16370887,0.5038474,-0.1775395,OR & N CA Coast
1983-01-01T00:00:00Z,1.9163657,2.2579124,1.5756466,OR & N CA Coast
1984-01-01T00:00:00Z,0.88941747,1.2282394,0.55006886,OR & N CA Coast
1985-01-01T00:00:00Z,0.2006686,0.54020065,-0.13814819,OR & N CA Coast
1986-01-01T00:00:00Z,-0.04694747,0.29227945,-0.38616338,OR & N CA Coast
1987-01-01T00:00:00Z,-0.4590808,-0.120060556,-0.7982581,OR & N CA Coast
1988-01-01T00:00:00Z,-0.84930354,-0.5102844,-1.1888918,OR & N CA Coast
1989-01-01T00:00:00Z,-0.46546268,-0.1268634,-0.8062689,OR & N CA Coast
1990-01-01T00:00:00Z,-0.05607237,0.28273058,-0.39625895,OR & N CA Coast
1991-01-01T00:00:00Z,-0.44312084,-0.10456797,-0.78324425,OR & N CA Coast
1992-01-01T00:00:00Z,-1.005422,-0.66661614,-1.3447902,OR & N CA Coast
1993-01-01T00:00:00Z,-0.35466945,-0.01564138,-0.69406295,OR & N CA Coast
1994-01-01T00:00:00Z,-0.7588064,-0.4197479,-1.0978875,OR & N CA Coast
1995-01-01T00:00:00Z,-0.5467141,-0.20780025,-0.88642234,OR & N CA Coast
1996-01-01T00:00:00Z,0.8591355,1.1989658,0.51983166,OR & N CA Coast
1997-01-01T00:00:00Z,0.7707633,1.1097763,0.43160865,OR & N CA Coast
1998-01-01T00:00:00Z,1.0663488,1.4077389,0.72346485,OR & N CA Coast
1999-01-01T00:00:00Z,0.90144885,1.2402283,0.561023,OR & N CA Coast
2000-01-01T00:00:00Z,0.36320284,0.7018964,0.02305517,OR & N CA Coast
2001-01-01T00:00:00Z,-0.2081717,0.13674901,-0.5492492,OR & N CA Coast
2002-01-01T00:00:00Z,-0.5056233,-0.1639444,-0.84518045,OR & N CA Coast
2003-01-01T00:00:00Z,-0.50783616,-0.16896461,-0.8471293,OR & N CA Coast
2004-01-01T00:00:00Z,-0.18024871,0.15905656,-0.519178,OR & N CA Coast
2005-01-01T00:00:00Z,-0.028944127,0.3101161,-0.36805156,OR & N CA Coast
2006-01-01T00:00:00Z,0.37969136,0.71866393,0.040294454,OR & N CA Coast
2007-01-01T00:00:00Z,-0.047763456,0.29105493,-0.3872736,OR & N CA Coast
2008-01-01T00:00:00Z,0.09627814,0.4352262,-0.24294141,OR & N CA Coast
2009-01-01T00:00:00Z,-0.24105403,0.09808358,-0.580122,OR & N CA Coast
2010-01-01T00:00:00Z,-0.104180254,0.23474823,-0.44340935,OR & N CA Coast
2011-01-01T00:00:00Z,0.78970337,1.1283633,0.4500725,OR & N CA Coast
2012-01-01T00:00:00Z,0.37173194,0.7104315,0.032018248,OR & N CA Coast
2013-01-01T00:00:00Z,-0.2302319,0.108224735,-0.5711212,OR & N CA Coast
2014-01-01T00:00:00Z,-0.5134409,-0.17385544,-0.85232496,OR & N CA Coast
2015-01-01T00:00:00Z,-0.67944497,-0.3404603,-1.0188112,OR & N CA Coast
2016-01-01T00:00:00Z,-0.5264584,-0.1873495,-0.8655182,OR & N CA Coast
2017-01-01T00:00:00Z,0.5898371,0.92884713,0.24876046,OR & N CA Coast
