time,variable,value_character,value_type,value_numeric
1900-01-15T00:00:00Z,station,SanFran,character,NA
1900-02-15T00:00:00Z,station,SanFran,character,NA
1900-03-15T00:00:00Z,station,SanFran,character,NA
1900-04-15T00:00:00Z,station,SanFran,character,NA
1900-05-15T00:00:00Z,station,SanFran,character,NA
1900-06-15T00:00:00Z,station,SanFran,character,NA
1900-07-15T00:00:00Z,station,SanFran,character,NA
1900-08-15T00:00:00Z,station,SanFran,character,NA
1900-09-15T00:00:00Z,station,SanFran,character,NA
1900-10-15T00:00:00Z,station,SanFran,character,NA
1900-11-15T00:00:00Z,station,SanFran,character,NA
1900-12-15T00:00:00Z,station,SanFran,character,NA
1901-01-15T00:00:00Z,station,SanFran,character,NA
1901-02-15T00:00:00Z,station,SanFran,character,NA
1901-03-15T00:00:00Z,station,SanFran,character,NA
1901-04-15T00:00:00Z,station,SanFran,character,NA
1901-05-15T00:00:00Z,station,SanFran,character,NA
1901-06-15T00:00:00Z,station,SanFran,character,NA
1901-07-15T00:00:00Z,station,SanFran,character,NA
1901-08-15T00:00:00Z,station,SanFran,character,NA
1901-09-15T00:00:00Z,station,SanFran,character,NA
1901-10-15T00:00:00Z,station,SanFran,character,NA
1901-11-15T00:00:00Z,station,SanFran,character,NA
1901-12-15T00:00:00Z,station,SanFran,character,NA
1902-01-15T00:00:00Z,station,SanFran,character,NA
1902-02-15T00:00:00Z,station,SanFran,character,NA
1902-03-15T00:00:00Z,station,SanFran,character,NA
1902-04-15T00:00:00Z,station,SanFran,character,NA
1902-05-15T00:00:00Z,station,SanFran,character,NA
1902-06-15T00:00:00Z,station,SanFran,character,NA
1902-07-15T00:00:00Z,station,SanFran,character,NA
1902-08-15T00:00:00Z,station,SanFran,character,NA
1902-09-15T00:00:00Z,station,SanFran,character,NA
1902-10-15T00:00:00Z,station,SanFran,character,NA
1902-11-15T00:00:00Z,station,SanFran,character,NA
1902-12-15T00:00:00Z,station,SanFran,character,NA
1903-01-15T00:00:00Z,station,SanFran,character,NA
1903-02-15T00:00:00Z,station,SanFran,character,NA
1903-03-15T00:00:00Z,station,SanFran,character,NA
1903-04-15T00:00:00Z,station,SanFran,character,NA
1903-05-15T00:00:00Z,station,SanFran,character,NA
1903-06-15T00:00:00Z,station,SanFran,character,NA
1903-07-15T00:00:00Z,station,SanFran,character,NA
1903-08-15T00:00:00Z,station,SanFran,character,NA
1903-09-15T00:00:00Z,station,SanFran,character,NA
